número,nombre
68197-20038-BN,Regal Entertainment Group
60518-94304-JJ,Sierra Gorda
94793-727-OK,Eagle Bulk Shipping Inc.
42215-23610-FI,La Patagua
27678-61751-KA,Old Republic International Corporation
43870-70399-OG,Caserones
10829-3898-JB,Collahuasi
84090-13448-GB,"H&R Block, Inc."
63801-3923-EK,Manto Verde
49154-97202-BO,Inseego Corp.
97642-92443-DB,Silicon Motion Technology Corporation
27085-21303-HJ,First Trust Nasdaq Retail ETF
57542-1541-JE,"Fiserv, Inc."
69032-85331-FJ,Punta de Lobos - Kanita
15153-78300-LL,"JA Solar Holdings, Co., Ltd."
58694-55869-NB,Northrop Grumman Corporation
29861-28378-GK,"Destination XL Group, Inc."
15615-54526-BB,El Salvador
57491-68651-MN,"Hurco Companies, Inc."
87287-63296-AG,Isla Guarello
600-38092-NB,Eagle Bulk Shipping Inc.
98208-42622-JO,Sierra Gorda
71398-82336-EF,Dollar General Corporation
67064-58679-MB,"Enanta Pharmaceuticals, Inc."
76397-76147-HO,"FTI Consulting, Inc."
25071-39633-BF,Orbotech Ltd.
19018-63572-BI,Silvercrest Asset Management Group Inc.
57970-67277-OM,"Clear Channel Outdoor Holdings, Inc."
73-28815-AO,La Perla
36239-6919-KA,First Trust Multi-Asset Diversified Income Index Fund
72582-93413-FB,Silicon Motion Technology Corporation
59754-93591-NB,PureFunds ETFx HealthTech ETF
50972-41726-LJ,"Sarepta Therapeutics, Inc."
494-15445-II,Julia
98692-66804-FO,Toll Brothers Inc.
11987-8886-JI,Westpac Banking Corporation
36182-99786-BE,Los Bronces
59559-53026-NK,"CenterPoint Energy, Inc."
95671-82439-IF,"NextEra Energy, Inc."
49506-98253-HO,Galectin Therapeutics Inc.
35192-27156-EA,III de Atacama Kozan
8969-16355-LO,CMP - Romeral
56737-18530-JI,Array BioPharma Inc.
64358-59090-ME,San José
93993-98973-FH,"Gray Television, Inc."
77036-62701-IE,Tata Motors Ltd
17686-68464-FO,Delta
72728-3669-DF,Urstadt Biddle Properties Inc.
52585-85176-BB,"Rush Enterprises, Inc."
70059-66308-JF,"Delcath Systems, Inc."
92284-91225-NI,La Perla
16704-85308-FO,China Cord Blood Corporation
13049-56452-NH,BLDRS Developed Markets 100 ADR Index Fund
3347-51163-EF,Romeral
71642-17316-ME,"Destination XL Group, Inc."
95360-21180-KH,"Cogentix Medical, Inc."
52131-22449-GI,Torchmark Corporation
6997-83301-DD,El Salvador
36245-13558-IH,"Shutterstock, Inc."
37512-58553-IO,Pirquitas
43112-56657-MD,Haldeman - Sagasca
43575-61828-EH,"Herman Miller, Inc."
53193-3015-HO,EPR Properties
2498-29132-HN,Collahuasi
76994-12063-OK,The9 Limited
3950-96912-FF,PowerShares Nasdaq Internet Portfolio
31258-3349-BK,iShares MSCI EM ESG Optimized ETF
13459-3268-MJ,Moog Inc.
67044-22195-BF,TICC Capital Corp.
93907-19193-HB,Pucobre
89727-67244-FH,Dynatronics Corporation
8609-61096-NM,Laguna Siren
62861-19578-NH,Tata Motors Ltd
23448-82199-JG,Cerro Imán
997-56359-NK,HollyFrontier Corporation
16279-60560-EF,Caleta El Cobre
93502-66435-DK,Mantos de la Luna
62695-52572-MF,SCL Chemetall
96959-33191-NL,Microsemi Corporation
91450-53159-BF,Nuveen Municipal High Income Opportunity Fund
42317-41462-MI,Cerro Negro
88837-17348-BI,Walter Investment Management Corp.
19347-74967-LK,Torchmark Corporation
18082-82003-AJ,Nabriva Therapeutics AG
14310-50328-FA,Gladstone Commercial Corporation
40283-91044-HA,"National American University Holdings, Inc."
1142-31890-MD,Tres Valles
29723-88348-DD,R.R. Donnelley & Sons Company
92471-5488-GK,"Kayne Anderson Energy Total Return Fund, Inc."
33141-14903-NE,Michilla
62810-82362-KM,SQM - Mapocho
55614-22273-KI,"Forterra, Inc."
12240-41861-KB,China Cord Blood Corporation
47483-72043-AI,First Trust Multi-Asset Diversified Income Index Fund
35192-31173-MH,Kamada Ltd.
87234-40179-BN,Julia
70-46231-BA,Nuveen Municipal High Income Opportunity Fund
31195-31478-FB,Voya Global Equity Dividend and Premium Opportunity Fund
9622-16386-LG,Galectin Therapeutics Inc.
69052-31682-NI,"Clear Channel Outdoor Holdings, Inc."
94976-90073-BB,Quebrada Blanca
43364-30080-BD,"FairPoint Communications, Inc."
39822-42135-NA,Cabot Corporation
1577-72438-GA,Las Piedras
6476-30098-BE,Urstadt Biddle Properties Inc.
9240-87842-NI,Suncor EnergyInc.
71093-74709-MN,"support.com, Inc."
11477-59383-LL,Cerro Colorado
39686-81723-OH,"NextEra Energy, Inc."
88009-42043-LD,Applied DNA Sciences Inc
2630-77577-BO,Abeona Therapeutics Inc.
54466-89375-BE,"Cogentix Medical, Inc."
99832-47670-OO,"Sportsman's Warehouse Holdings, Inc."
15901-66090-BH,Yahoo! Inc.
60915-59127-OJ,"Western Refining Logistics, LP"
44228-51801-DB,Mantos de la Luna
56338-94916-GI,Natl Westminster Pfd
75998-16123-GJ,iShares MSCI EM ESG Optimized ETF
64253-89745-NO,Cóndor
41638-71596-KM,Nuveen Connecticut Quality Municipal Income Fund
64069-95400-LM,Diana Shipping inc.
4503-41932-KB,El Guindo
97026-43497-JE,Cerro Negro
40325-11945-LJ,Cosayach - Cala Cala
76363-49398-IA,Alliance National Municipal Income Fund Inc
14375-51592-JB,Peabody Energy Corporation
53994-14413-EJ,Tata Motors Ltd
16883-65512-NK,"MiMedx Group, Inc"
86217-10744-IO,CMP - Algarrobo
19916-51642-JA,Don Alberto
78680-42434-JB,Arch Capital Group Ltd.
74742-79137-BO,"German American Bancorp, Inc."
28345-6879-JD,First Trust Senior Loan Fund ETF
43370-9391-LH,"Aspen Technology, Inc."
28654-93141-FH,Andina
64478-94424-AA,"Universal Stainless & Alloy Products, Inc."
76490-48347-MA,Western Asset Bond Fund
38305-28722-GB,Ceragon Networks Ltd.
40339-48289-FE,Tata Motors Ltd
1247-83211-KH,Fertón
17257-97563-IN,E*TRADE Financial Corporation
67623-38749-NN,Fidus Investment Corporation
20700-43772-GO,Algorta
36460-35061-NN,Texas Pacific Land Trust
68161-16521-DI,Algorta
50375-40540-FA,First Trust Nasdaq Retail ETF
84071-19668-AN,Bed Bath & Beyond Inc.
85347-4226-BB,Vina Concha Y Toro
33381-6760-BK,"Mid-America Apartment Communities, Inc."
70332-57257-EM,West Corporation
84244-82471-IL,Azul S.A.
14936-41398-EF,Dollar General Corporation
82587-70149-GO,Andes Travertine
54502-91616-BK,El Guindo
61913-97459-LJ,Nuveen Floating Rate Income Fund
7405-9563-BI,Envision Healthcare Corporation
37958-61185-IE,Cosayach - Cala Cala
95485-62066-JM,"Delcath Systems, Inc."
32818-58046-GL,CMP - Cerro Negro Norte
19910-51980-FF,"Littelfuse, Inc."
5318-2480-HF,"Nustar GP Holdings, LLC"
48799-84384-EH,"Xenia Hotels & Resorts, Inc."
24321-91835-EL,Yahoo! Inc.
95091-58920-FD,Terreno Realty Corporation
69563-3026-BF,Dynatronics Corporation
21599-67095-IH,"Evolving Systems, Inc."
3619-4062-DD,Altamira
90705-97956-AK,"Appliance Recycling Centers of America, Inc."
25399-14171-AI,"Appliance Recycling Centers of America, Inc."
7169-95434-LF,The9 Limited
74224-24521-BL,El Toqui
21546-47916-FL,"Hub Group, Inc."
15337-1691-IB,Kamada Ltd.
6396-44749-BK,Northern Trust Corporation
36882-62324-MF,Carvana Co.
39327-15063-HM,R.R. Donnelley & Sons Company
22141-70618-BD,First Trust Emerging Markets Small Cap AlphaDEX Fund
75869-7033-BI,Las Luces
38225-70455-JD,"Financial Engines, Inc."
99086-33981-HM,Fair Isaac Corporation
88977-39537-IE,Applied DNA Sciences Inc
90608-58600-AN,United Insurance Holdings Corp.
98109-38957-HO,Ministro Hales
38444-27943-GK,Pirquitas
44470-51252-BF,"Gabelli Equity Trust, Inc. (The)"
20029-22741-BI,"Ashford Hospitality Prime, Inc."
93970-75754-BB,BLDRS Asia 50 ADR Index Fund
45908-97973-JB,Dos Amigos
73586-15465-EE,Coirón
1015-10031-HK,Las Arenitas
13024-51199-OA,Escondida
93951-39743-MK,Northern Trust Corporation
29702-29759-DA,"Dupont Fabros Technology, Inc."
17956-4392-FJ,Arenal
38366-49001-IN,Fertón
64690-18808-FF,Voya Global Equity Dividend and Premium Opportunity Fund
15440-83746-BG,"Pinnacle Financial Partners, Inc."
71214-77493-HE,"Avon Products, Inc."
57509-91354-LH,Radomiro Tomic
87336-49612-NB,Microsemi Corporation
90702-57795-ID,Limoneira Co
41467-21718-IF,BRF S.A.
45402-13773-NL,CMP - Cerro Negro Norte
85818-94713-MK,"Hawkins, Inc."
57705-1015-ED,GlaxoSmithKline PLC
45163-21078-BH,Mackinac Financial Corporation
48100-71166-EE,Pinatolca
17241-50565-NL,"Idera Pharmaceuticals, Inc."
89776-42394-BE,"MasTec, Inc."
26560-14349-EH,Patriot National Bancorp Inc.
25780-64134-HM,"Avon Products, Inc."
66269-443-EB,Schwager
60546-32644-BA,Elenita
97555-71766-LO,Manantial
95735-80930-DA,Northrop Grumman Corporation
62307-15250-ON,Independence Holding Company
79779-37186-IE,TICC Capital Corp.
62922-26917-HG,Dollar General Corporation
44796-95165-GB,Cambrex Corporation
88885-53163-BO,El Morro
26345-9299-BK,"Adams Diversified Equity Fund, Inc."
89563-51988-IG,Candelaria
65293-23036-LL,"Rush Enterprises, Inc."
63797-19265-GI,Global Partner Acquisition Corp.
90213-3515-BH,"Taiwan Fund, Inc. (The)"
80740-33635-MF,Nuveen Connecticut Quality Municipal Income Fund
95851-30904-BL,Comcast Corporation
60294-81229-AL,Esperanza
76956-58911-AG,Michilla
49011-35218-FG,Talcuna
73246-92186-GG,Quebrada Blanca
50443-93170-AJ,Crawford & Company
75251-96774-ON,Randgold Resources Limited
23110-33060-OB,Data Processing
80990-39774-ED,"HD Supply Holdings, Inc."
66887-66456-LF,"Westbury Bancorp, Inc."
81643-72774-JH,El Teniente
33655-52581-DF,Cabot Corporation
32128-49848-KJ,Nuveen Connecticut Quality Municipal Income Fund
11036-83811-HG,El Guindo
35726-93607-EM,Check-Cap Ltd.
19244-78554-BJ,Guaranty Bancorp
95550-25233-BK,iShares MSCI EM ESG Optimized ETF
10448-67653-DN,"Vectrus, Inc."
40039-54657-OF,AGCO Corporation
80645-22946-KE,SQM - Nueva Victoria
99773-91337-KG,Silicon Motion Technology Corporation
72278-95318-IK,"China Lodging Group, Limited"
45694-78593-JK,El Guindo
49004-45184-LE,Tres Valles
70118-84667-HJ,ENGlobal Corporation
30987-28998-IB,E*TRADE Financial Corporation
70853-18450-EH,Los Bronces
29756-89358-BG,"ILG, Inc"
35909-16344-BB,La Patagua
31780-96926-BL,La Productora
15368-51164-LH,"Universal Stainless & Alloy Products, Inc."
10097-55138-AL,Flor de Los Andes
13185-92617-BG,Intracampos
49155-15269-JA,"Diamond Hill Investment Group, Inc."
85389-17327-KB,Iván
75106-9684-EN,Nuveen AMT-Free Municipal Value Fund
71050-89272-HB,"AMC Entertainment Holdings, Inc."
78082-66783-DF,Kraton Corporation
36666-35570-BD,San Gerónimo
8970-60720-NA,PrimeEnergy Corporation
11857-11698-BD,Andacollo Cobre
37860-32246-IO,La Pepa
44354-6832-BH,NVIDIA Corporation
73964-32996-KM,"UMH Properties, Inc."
2545-43976-BJ,El Teniente
68038-22699-AD,Dynatronics Corporation
62013-84108-JG,Hamilton Lane Incorporated
32597-16006-FE,Arch Capital Group Ltd.
97059-16076-HK,María Elisa
89919-84859-HH,Mantos Blancos
12307-60448-NH,"National American University Holdings, Inc."
3771-69633-BJ,Iván
41211-75930-KD,Michilla
95906-81863-OB,First Trust Senior Loan Fund ETF
14453-22160-LI,"Diamond Hill Investment Group, Inc."
81986-71644-OK,PIMCO Dynamic Credit and Mortgage Income Fund
97878-99764-OG,Entercom Communications Corporation
19268-63650-ID,"Kura Oncology, Inc."
65088-39138-AL,Central Garden & Pet Company
51589-24409-DH,L.B. Foster Company
33321-18386-OL,Carola
17788-53971-BF,"Silicon Laboratories, Inc."
93823-83407-FO,Kamada Ltd.
33566-277-AD,"HD Supply Holdings, Inc."
88873-13910-ED,B.O.S. Better Online Solutions
76585-44074-BD,Montecristo
17565-17060-BH,United Insurance Holdings Corp.
57208-40110-OJ,El Volcán
44994-44910-OB,"Xenia Hotels & Resorts, Inc."
45382-26813-BK,STMicroelectronics N.V.
77512-38394-NM,Celite - Tilviche
83357-66872-JD,CMP - Romeral
60452-93318-JB,Quebrada Blanca
98052-43589-IG,Microsemi Corporation
93440-4549-OH,San Gerónimo
9557-25316-JH,Neff Corporation
66492-99263-KK,"ILG, Inc"
7236-78028-AB,Pupunahue
35763-93129-OE,Credit Acceptance Corporation
34414-90137-BH,Haldeman - Sagasca
30923-65139-BB,"LM Funding America, Inc."
69856-85278-NI,"Pinnacle Financial Partners, Inc."
19021-10533-IH,"Clear Channel Outdoor Holdings, Inc."
85344-74300-GB,Cerro Bayo
16197-78554-GB,Aircastle Limited
35801-51946-BE,Royal Caribbean Cruises Ltd.
24845-62190-BB,Cerro Blanco
20866-30468-ND,Crawford & Company
14458-20275-EO,"China Lodging Group, Limited"
55906-87835-GI,Ojos del Salado
65053-21319-LL,West Corporation
21258-61917-ML,"The Chefs' Warehouse, Inc."
69759-1947-NH,"Hub Group, Inc."
13158-44869-EO,Park-Ohio Holdings Corp.
26892-37138-DD,EQT Corporation
77226-36810-NN,Ojos del Salado
90350-82482-BL,La Coipa
80645-62352-LE,Yahoo! Inc.
89403-8367-FA,"Impax Laboratories, Inc."
99861-13411-FB,Las Luces
44991-58020-MI,Imax Corporation
42414-15544-FI,Cóndor
70194-49256-FH,Tuina
13977-51218-LM,La Picarda
46428-14659-HJ,Westpac Banking Corporation
38313-92382-AN,Array BioPharma Inc.
93660-80470-BG,Tuina
70539-2697-MH,Cerro Blanco
58865-88441-EE,"Edge Therapeutics, Inc."
73748-8980-AA,Cosayach - Soledad
22780-41292-GB,"Everspin Technologies, Inc."
82376-80057-ED,"Avon Products, Inc."
73309-67884-GH,"HD Supply Holdings, Inc."
207-99876-IN,Dollar General Corporation
41046-27248-OM,"The Travelers Companies, Inc."
43555-85415-BA,First Trust Multi-Asset Diversified Income Index Fund
32929-4765-KL,China Cord Blood Corporation
84095-10012-EA,RenaissanceRe Holdings Ltd.
53285-71264-AD,Tranquilo
20022-56705-GK,Credit Acceptance Corporation
2252-86542-BM,Dynatronics Corporation
13213-34393-BK,Coirón
37460-3192-BO,Western Asset Bond Fund
36425-49202-FO,Cóndor
22501-55442-LI,PureFunds ETFx HealthTech ETF
39602-20945-BH,"Appliance Recycling Centers of America, Inc."
70200-71274-MD,Trongol
36774-44488-GE,iShares MSCI EM ESG Optimized ETF
30046-47848-IB,Pullalli
48891-578-LD,Johnson & Johnson
64707-9122-BK,El Tofo
24070-4435-BD,"HD Supply Holdings, Inc."
20916-47362-JB,Jazz Pharmaceuticals plc
27861-16547-HD,PureFunds ETFx HealthTech ETF
76579-65121-BJ,EPR Properties
2814-86771-GB,CMP - Algarrobo
93823-3002-ED,Great Plains Energy Inc
80352-77670-IM,Tekla Healthcare Opportunies Fund
19709-96419-BH,Diageo plc
83722-81996-BA,Bright Scholar Education Holdings Limited
91496-83836-DB,"CatchMark Timber Trust, Inc."
94036-15734-ID,Westpac Banking Corporation
22693-57563-GF,Cosayach - Soledad
30495-1089-AA,Guaranty Bancorp
70372-82761-IO,AGCO Corporation
63073-93466-MH,Guaranty Bancorp
71684-24899-FK,"Silicon Laboratories, Inc."
17708-16208-FJ,Dorado
59947-8842-ML,Franke
53237-72716-DB,La Marcelina
69623-61831-NA,Diana Shipping inc.
72878-10440-FM,Guanaco
38450-47869-LM,Texas Pacific Land Trust
51545-91604-GO,Laguna Siren
38982-76440-JM,Michilla
84044-28417-KA,ENGlobal Corporation
19784-13112-MD,CMP - Los Colorados
6153-58489-DM,JM Global Holding Company
82695-18014-GH,"Impax Laboratories, Inc."
9943-91920-OD,"China Lodging Group, Limited"
28851-52695-LL,La Marcelina
41911-95902-JL,CMP - Cerro Negro Norte
10845-64276-IJ,Aircastle Limited
27288-97387-MB,Can Can
70658-52839-MG,Great Elm Capital Corp.
81993-52388-FH,"HCA Healthcare, Inc."
1119-71496-IH,Collahuasi
29945-3528-KB,"The Travelers Companies, Inc."
71741-34725-FB,China Mobile (Hong Kong) Ltd.
23974-46031-FO,"First Hawaiian, Inc."
33315-10798-NJ,Maganeso III de Atacama
91599-54306-HJ,El Peñón
50383-12053-BI,Esperanza
42956-96045-JK,iShares 20+ Year Treasury Bond ETF
4949-79037-BL,Diana Shipping inc.
72011-711-EM,Anheuser-Busch Inbev SA
69231-99837-HD,iShares 20+ Year Treasury Bond ETF
3318-40166-BB,DRDGOLD Limited
78382-22896-EL,"Edge Therapeutics, Inc."
62905-23570-JE,Alhué
17984-27918-HE,"Mid-America Apartment Communities, Inc."
33657-52948-KA,Tata Motors Ltd
75340-37854-KF,"Mid-America Apartment Communities, Inc."
27799-31808-JG,El Peñón
52914-30435-FI,"First Hawaiian, Inc."
79323-26586-OD,Cosayach - Negreiros
99017-11807-MO,Microsemi Corporation
72357-62115-IB,"Xenia Hotels & Resorts, Inc."
17521-34022-NG,Quebrada Blanca
38385-64448-NN,Texas Pacific Land Trust
11383-3542-EK,"First Hawaiian, Inc."
18401-16470-LM,Special Opportunities Fund Inc.
64236-12166-BA,Jazz Pharmaceuticals plc
93844-14365-ID,"Ellie Mae, Inc."
15416-78628-GG,"Taiwan Fund, Inc. (The)"
26679-90753-BL,"support.com, Inc."
18172-71975-IO,Diageo plc
81012-80196-BL,E*TRADE Financial Corporation
76917-34502-HJ,Choquelimpie
613-26818-OA,United Microelectronics Corporation
70478-86317-BG,Pinatolca
72684-89391-JB,"Pinnacle Financial Partners, Inc."
1041-69826-BM,Fidus Investment Corporation
77116-50983-GB,Franke
97312-34766-AJ,Novelion Therapeutics Inc.
48216-33837-IM,El Toqui
60470-30736-JJ,Talcuna
81777-4499-HJ,"International Seaways, Inc."
52556-33934-LB,First Trust Senior Loan Fund ETF
38278-36454-OB,"Franklin Financial Network, Inc."
51647-33965-OF,"Destination XL Group, Inc."
65870-42152-NN,Kite Realty Group Trust
64358-54037-OI,"Universal Stainless & Alloy Products, Inc."
30761-35907-FI,Enel Generacion Chile S.A.
44354-4806-EJ,Tekla Healthcare Opportunies Fund
26643-27429-GO,CMP - Algarrobo
69079-58-LJ,Suncor EnergyInc.
16685-27225-BI,Elkhorn Commodity Rotation Strategy ETF
91722-93734-AK,Eaton Vance Corporation
79601-33123-HM,"Kura Oncology, Inc."
81586-98861-IO,"Everspin Technologies, Inc."
32812-39187-EO,AmerisourceBergen Corporation (Holding Co)
49205-16604-DK,Las Piedras
33687-46334-KJ,El Peñón
66431-50572-MF,"Nustar GP Holdings, LLC"
71367-72453-NB,Anheuser-Busch Inbev SA
25103-83683-MA,AdvisorShares Market Adaptive Unconstrained Income ETF
94904-77878-DA,American Homes 4 Rent
34624-5507-KN,"National American University Holdings, Inc."
7718-92229-AH,"Delcath Systems, Inc."
45415-29733-DE,"FTI Consulting, Inc."
39833-72018-KB,Las Luces
86955-84826-EH,"The Chefs' Warehouse, Inc."
73464-92374-IN,Moog Inc.
63219-64207-JE,Check-Cap Ltd.
93746-38469-KL,Delta
96155-87114-OE,Nuveen Municipal High Income Opportunity Fund
25744-42667-GN,Moog Inc.
81525-63870-LJ,Sierra Miranda
25611-72618-DD,Marine Petroleum Trust
76739-84491-GN,CoreSite Realty Corporation
41282-88254-HL,3M Company
1104-74019-LM,"Vectrus, Inc."
46930-87870-BB,Bed Bath & Beyond Inc.
8719-26129-MK,Kopin Corporation
52109-5259-DE,"India Fund, Inc. (The)"
49403-60534-BN,SQM - Nueva Victoria
34956-13123-DJ,Esterline Technologies Corporation
53659-90912-GF,El Volcán
96878-31816-GJ,Las Piedras
35450-44926-NH,SQM - María Elena
84754-48244-HD,"Entergy Louisiana, Inc."
62157-67098-FH,First Trust South Korea AlphaDEX Fund
26206-44633-FB,Diageo plc
82338-41087-AG,Anheuser-Busch Inbev SA
94491-80881-KF,"Enanta Pharmaceuticals, Inc."
25712-55034-BI,"Avon Products, Inc."
31349-74958-IB,Franke
82803-43596-BB,"SolarEdge Technologies, Inc."
68329-88417-IM,PowerShares KBW High Dividend Yield Financial Portfolio
62551-80115-HN,"Dynex Capital, Inc."
56292-97280-HB,"RiverNorth Opportunities Fund, Inc."
3007-94736-DH,"Gray Television, Inc."
89113-77761-BN,"China Lodging Group, Limited"
36046-13168-BB,Mantos Blancos
50362-75025-EK,Crawford & Company
33392-86748-JB,El Guindo
49806-60788-EG,Cosayach - Negreiros
71578-39646-AB,Isla Riesco
73200-47877-KO,Flor de Los Andes
45894-7708-GF,"Entergy Louisiana, Inc."
1177-70032-AK,Cerro Casale
84122-76512-IH,Pucobre
60575-45846-OI,Johnson & Johnson
73221-15572-KE,Silvercrest Asset Management Group Inc.
54707-39448-BI,SCL Chemetall
63422-30282-AG,Cohen & Steers Reit and Preferred Income Fund Inc
2695-88204-HI,Linderos
8112-13765-BO,"Fiserv, Inc."
77821-4745-DM,Ceragon Networks Ltd.
87063-70133-IK,"Pinnacle Financial Partners, Inc."
95553-59025-EL,Double Eagle Acquisition Corp.
14419-5625-MI,Del Fierro
78289-7570-BN,Dorado
57827-6008-DM,Mantos de la Luna
48332-29449-OB,First Trust Senior Loan Fund ETF
35371-74112-HD,Cóndor
67333-19980-GJ,"Aspen Technology, Inc."
14967-30796-NO,"OraSure Technologies, Inc."
76115-72391-IJ,"Avenue Therapeutics, Inc."
25072-2524-NG,"Chegg, Inc."
36715-47050-JF,Celite - Tilviche
42226-47460-GL,Old Republic International Corporation
72372-31802-JH,Alhué
89189-83481-BI,Corporate Asset Backed Corp CABCO
31946-59918-GN,"Diamond Hill Investment Group, Inc."
71671-92983-EG,Array BioPharma Inc.
83594-76400-KD,Collahuasi
41704-32839-JE,iShares 20+ Year Treasury Bond ETF
4417-94973-MK,"Kura Oncology, Inc."
11505-28662-GH,Esterline Technologies Corporation
98531-67848-AB,SQM - Pedro de Valdivia
2855-2236-KF,Gilat Satellite Networks Ltd.
77238-21311-IF,Iván
53897-33815-MK,Las Cenizas
94456-31-DG,III de Atacama Minerals - Aguas Blancas
57226-99231-MD,The Community Financial Corporation
81524-83584-GO,Romeral
40828-54959-BL,Pullalli
57933-90262-MF,"JA Solar Holdings, Co., Ltd."
95116-58822-LO,Candelaria
12320-74153-MO,Biglari Holdings Inc.
70145-7091-BE,Carvana Co.
42339-26379-IO,"Spark Energy, Inc."
13926-65693-KD,Quiborax
72717-95922-GO,CMP - Los Colorados
30378-43344-DM,Janus Henderson Small Cap Growth Alpha ETF
11512-16022-NO,Andacollo Cobre
55504-12421-ME,Gabriela Mistral
88944-13559-IH,"FairPoint Communications, Inc."
66865-78997-BF,"Franklin Financial Network, Inc."
79213-19915-LA,Limoneira Co
16025-69204-DK,Double Eagle Acquisition Corp.
7899-89971-NL,Caupolicán
52569-37370-BD,CMP - Algarrobo
35113-52498-GI,Enel Generacion Chile S.A.
82966-93274-ML,"Fiserv, Inc."
16812-34690-LK,Chimborazo
67707-62164-OA,Pascua
29614-98231-AH,Las Arenitas
20333-89736-DA,Cabot Corporation
20167-86978-GA,"SolarEdge Technologies, Inc."
99919-87214-JK,"Argos Therapeutics, Inc."
12341-66007-OL,SQM Salar
4296-93936-BD,Talcuna
24523-52881-HH,Northrop Grumman Corporation
62643-45986-AB,CoreSite Realty Corporation
50910-97679-KB,Andacollo Cobre
77666-48264-OE,American Homes 4 Rent
33294-59213-BH,Michilla
3150-85495-IE,El Tesoro
25040-36912-KF,"CatchMark Timber Trust, Inc."
88289-43465-II,Dynatronics Corporation
72220-85800-KK,iShares MSCI EM ESG Optimized ETF
30749-73416-AO,"Apple Hospitality REIT, Inc."
62388-12144-LG,Eagle Bulk Shipping Inc.
60379-67761-JH,"The Chefs' Warehouse, Inc."
41726-40408-BI,Cerro Negro
33893-64459-ON,"Avenue Therapeutics, Inc."
69995-63393-EB,"Urban One, Inc. "
51844-57590-KF,Bed Bath & Beyond Inc.
24294-1611-FB,"Commerce Bancshares, Inc."
84830-64560-FB,First Trust Senior Loan Fund ETF
13072-33708-GA,"Discovery Communications, Inc."
38313-55141-KB,"Vectrus, Inc."
1751-7969-HA,Dollar General Corporation
88526-4367-BK,Lenga
9580-88344-KG,Iván
82815-57692-LE,Cabot Corporation
10009-59566-OF,San Gerónimo
37752-88790-BJ,Cambrex Corporation
70401-19449-GJ,Stamps.com Inc.
70185-42760-EA,Delta
48494-54975-KD,Anheuser-Busch Inbev SA
87611-65515-JJ,Cóndor
17880-50800-BM,BlackRock Municipal Target Term Trust Inc. (The)
26570-96637-FJ,"Appliance Recycling Centers of America, Inc."
40872-13528-GK,"Argos Therapeutics, Inc."
92541-74839-IL,Stamps.com Inc.
38885-91764-IL,Altamira
13736-57766-AM,Array BioPharma Inc.
55940-40895-GH,"Nutanix, Inc."
86253-44001-DA,"Kura Oncology, Inc."
80433-10970-FA,El Morro
96308-82106-EI,AbbVie Inc.
50737-60583-DF,"Sierra Oncology, Inc."
58752-50429-HG,Hamilton Lane Incorporated
80938-35988-HF,"Gray Television, Inc."
43135-13414-OJ,American Homes 4 Rent
78369-89037-FH,Inacesa - El Way
5507-4044-GN,SQM - María Elena
83999-31938-BH,EPR Properties
82226-28457-AM,Peckett
51346-77318-OE,SQM - Nueva Victoria
17645-24752-LG,"Chegg, Inc."
71037-10619-LK,Walter Investment Management Corp.
92540-87874-EG,Iván
8946-9143-GB,El Toqui
4990-6856-HG,Ministro Hales
50002-40672-AO,"TC PipeLines, LP"
27611-4922-KJ,Iván
73104-28335-MK,"Blackhawk Network Holdings, Inc."
18750-76329-EB,"Diamond Hill Investment Group, Inc."
78223-50510-ME,Cosayach - Negreiros
47631-86103-NA,El Abra
9023-56074-FH,Neff Corporation
40276-37872-HK,Las Piedras
75659-74070-EK,TICC Capital Corp.
98220-98323-BI,Applied DNA Sciences Inc
68282-87502-LE,"HCA Healthcare, Inc."
10792-38309-FE,Diana Shipping inc.
86430-19440-IN,"NextEra Energy, Inc."
61714-96763-NA,"Mirna Therapeutics, Inc."
68118-77842-HE,Sierra Gorda
29883-9204-AG,Regal Entertainment Group
42644-90241-NB,Collahuasi
96069-26280-BL,"Biocept, Inc."
16342-45426-JI,"Arista Networks, Inc."
28179-22652-MO,Western Asset Bond Fund
93807-34134-FF,Diana Shipping inc.
85731-83826-HM,Linderos
35293-98439-FE,Janus Henderson Small Cap Growth Alpha ETF
38888-63689-KA,Eaton Vance Corporation
20947-57907-GN,Marte Lobo
17631-5768-ML,"PDF Solutions, Inc."
44152-29-BN,Nuveen Energy MLP Total Return Fund
93626-17665-BL,JM Global Holding Company
37448-87355-JJ,"Diamond Hill Investment Group, Inc."
4750-64825-DA,Radomiro Tomic
82602-21116-ED,"Clear Channel Outdoor Holdings, Inc."
72772-59242-HJ,Las Cenizas
23889-52954-FB,"Apple Hospitality REIT, Inc."
31755-60086-FN,United Insurance Holdings Corp.
29098-28086-AD,"Everspin Technologies, Inc."
48977-39501-IA,Lenga
28854-95774-MB,"Investors Bancorp, Inc."
35800-51965-EJ,"Ulta Beauty, Inc."
26190-85072-KB,"India Fund, Inc. (The)"
73717-51656-EI,Cowen Inc.
51339-84408-JB,BlackRock Municipal Target Term Trust Inc. (The)
42743-57633-DO,Elkhorn Commodity Rotation Strategy ETF
96992-17089-NA,Cosayach - Negreiros
40574-4389-OD,Cordillera - Tenardita
71772-94264-KB,"Midland States Bancorp, Inc."
96134-91792-OG,SQM - Yumbes
3165-12506-EE,Vina Concha Y Toro
54468-73558-HJ,Chuquicamata
7024-30-BA,Diageo plc
