mid,presupuesto (US$),fecha
25396,36437,07/07/2018
25397,723920,05/05/2005
25398,335094,24/04/2019
25399,565148,16/06/1988
25400,607061,04/10/2003
25401,941984,23/06/1986
25402,637869,23/11/2008
25403,400032,15/03/2003
25404,570864,15/05/2002
25405,742985,27/03/2011
25406,38997,05/09/2011
25407,381723,03/07/2018
25408,737133,11/02/2013
25409,544166,08/03/2005
25410,863140,01/05/2013
25411,985796,09/09/2017
25412,921528,29/12/2006
25413,80188,26/01/2014
25414,621170,12/11/2012
25415,477378,08/03/2015
25416,492338,13/08/2006
25417,154571,18/10/2017
25418,484074,14/08/2008
25419,742411,14/10/2011
25420,365669,08/05/2013
25421,215644,01/03/2009
25422,5575,16/07/1993
25423,64449,21/04/2011
25424,247804,08/01/2017
25425,619263,03/01/1981
25426,973788,28/04/2019
25427,712690,06/10/1984
25428,90654,06/10/2016
25429,681375,25/07/2018
25430,996868,21/03/1991
25431,165810,09/09/1959
25432,311162,09/07/2007
25433,60902,13/02/2012
25434,435626,01/05/1996
25435,600645,26/06/2016
25436,83454,19/05/2005
25437,71725,15/12/2017
25438,39781,17/11/2001
25439,18267,18/09/1987
25440,999388,15/03/1992
25441,692572,28/04/2007
25442,310642,15/10/2001
25443,603095,04/10/2018
25444,323211,05/01/2010
25445,942456,25/10/2008
25446,980586,04/08/2018
25447,393663,02/04/2009
25448,588859,10/04/2019
25449,798160,28/08/1970
25450,779546,28/03/1985
25451,594280,23/12/1978
25452,844292,14/09/2015
25453,34862,06/04/2005
25454,936266,05/03/2019
25455,513933,01/03/2011
25456,860645,18/02/1998
25457,471116,27/05/2018
25458,516838,21/10/2000
25459,581333,14/01/2018
25460,241767,27/08/2003
25461,283090,02/11/2018
25462,696981,23/12/1966
25463,290597,25/01/2007
25464,575866,27/09/2011
25465,718379,12/01/2019
25466,560573,11/12/1998
25467,790454,17/11/1973
25468,316103,03/03/2005
25469,660898,19/07/2004
25470,85628,09/07/1995
25471,31547,24/06/1974
25472,386554,19/07/2019
25473,216828,25/03/2009
25474,432912,11/11/1996
25475,485037,21/04/2019
25476,527374,27/04/2006
25477,824730,17/05/1989
25478,466665,14/04/2010
25479,284865,11/09/2010
25480,595141,03/09/1997
25481,608966,13/10/2003
25482,274349,23/09/1975
25483,898748,26/02/2015
25484,725530,03/04/1994
25485,236580,04/11/2015
25486,609941,06/10/1973
25487,941992,10/12/2000
25488,570715,26/05/2006
25489,510334,10/02/2005
25490,232764,27/06/2019
25491,944337,04/02/2009
25492,703832,31/08/1987
25493,447092,30/08/1980
25494,308439,14/02/1992
25495,828407,11/05/2006
25496,176982,26/10/2010
25497,872845,15/05/1968
25498,628213,05/01/1983
25499,406652,31/10/2014
25500,101821,24/08/2014
25501,229751,17/02/2018
25502,446186,29/08/2013
25503,672247,23/01/2008
25504,224465,03/11/2001
25505,91080,15/12/1998
25506,762738,06/08/2013
25507,979350,13/01/2002
25508,337529,13/01/1994
25509,606427,16/09/2004
25510,375772,08/01/2014
25511,697757,10/05/2012
25512,386963,02/03/2016
25513,40483,16/05/2017
25514,192225,31/05/2007
25515,694284,25/07/1957
25516,305597,14/02/2019
25517,111278,28/01/1993
25518,882589,22/07/1970
25519,676347,16/09/1977
25520,403772,21/12/2018
25521,695147,11/02/2019
25522,738337,27/07/2019
25523,742174,19/09/2009
25524,604015,21/10/1992
25525,312266,10/09/1989
25526,803473,29/09/1995
25527,434017,11/07/2018
25528,396374,18/10/2013
25529,808764,21/10/1978
25530,489684,18/01/2017
25531,985370,08/01/2019
25532,722441,19/05/2019
25533,479233,07/04/2018
25534,577031,01/05/2006
25535,10000,24/04/1996
25536,278611,10/01/1995
25537,442148,26/01/2000
25538,483351,23/06/2003
25539,95124,18/11/2002
25540,728656,27/07/1993
25541,401175,04/02/2013
25542,359210,10/03/2012
25543,738368,20/03/2018
25544,976618,27/01/2019
25545,387243,22/08/2003
25546,902451,06/01/2016
25547,541829,17/01/1977
25548,162967,04/06/2010
25549,446483,28/05/2018
25550,822314,16/09/2017
25551,123788,25/03/1951
25552,552380,07/03/2015
25553,361338,14/01/2008
25554,46193,21/05/2007
25555,307430,01/08/2004
25556,877222,08/09/1981
25557,712848,12/07/1997
25558,374355,14/06/2012
25559,823186,12/06/2012
25560,829568,30/12/2001
25561,595498,16/07/2017
25562,630984,14/09/2007
25563,203476,04/09/2011
25564,250101,28/07/2019
25565,895083,25/11/2006
25566,305935,15/01/1991
25567,406889,26/10/1971
25568,712618,31/12/2015
25569,569963,01/11/1993
25570,339911,29/06/2018
25571,592396,26/09/1998
25572,909445,03/09/1999
25573,134617,12/07/2009
25574,358064,29/07/2016
25575,577194,25/10/2003
25576,32051,05/01/2013
25577,993865,05/07/2013
25578,893211,26/08/1998
25579,331149,09/06/2017
25580,647319,24/10/2015
25581,539023,09/02/2019
25582,289065,30/05/1991
25583,842322,27/07/1971
25584,426411,26/06/2009
25585,592252,25/03/1992
25586,508610,14/08/2010
25587,347843,03/04/2000
25588,649136,16/04/1961
25589,847969,19/03/2019
25590,283088,10/02/2016
25591,923822,24/12/1974
25592,603577,21/08/1985
25593,486421,17/09/2010
25594,941924,01/08/1965
25595,206074,30/07/2019
25596,724944,16/12/1980
25597,7458,07/03/2019
25598,52551,22/07/1974
25599,61134,04/06/1986
25600,42498,03/09/2008
25601,373827,26/01/1974
25602,782403,21/11/2014
25603,177172,10/08/1979
25604,211537,19/06/1988
25605,370351,21/08/2004
25606,911007,24/09/1999
25607,460860,15/08/2005
25608,24700,25/03/2019
25609,886435,15/06/2011
25610,478384,10/03/2016
25611,638861,18/09/1993
25612,830939,18/04/2013
25613,271813,09/09/1982
25614,459913,06/01/2013
25615,430423,14/07/2019
25616,845211,21/09/2014
25617,85624,09/02/2007
25618,270624,22/02/2005
25619,72281,20/06/2019
25620,579487,04/09/2003
25621,306759,23/08/2011
25622,644167,30/04/2001
25623,600079,21/02/2013
25624,747406,07/01/1996
25625,517736,29/05/2019
25626,842187,19/09/2010
25627,264459,08/07/2013
25628,992430,13/05/2013
25629,41915,05/03/2005
25630,996582,15/01/1993
25631,226299,05/06/1972
25632,798235,02/11/2017
25633,716557,20/06/1997
25634,588446,26/03/1974
25635,325729,14/05/1971
25636,814485,01/02/1967
25637,368070,15/01/1987
25638,646882,13/11/1995
25639,281224,20/06/2013
25640,225632,28/06/2019
25641,878731,13/11/1987
25642,187025,02/02/1999
25643,360793,29/04/2011
25644,960601,16/09/2006
25645,870182,07/07/2019
25646,471077,21/02/1988
25647,425069,05/09/2014
25648,780226,22/06/1983
25649,693070,29/04/2011
25650,560951,30/06/2009
25651,497242,04/08/1968
25652,971671,08/04/2006
25653,690454,14/01/2017
25654,718252,27/12/2006
25655,644640,06/10/2006
25656,79071,17/01/1973
25657,1777,24/08/1985
25658,898054,01/07/2005
25659,733486,18/05/1987
25660,46664,19/10/2009
25661,302842,17/08/1967
25662,341620,12/08/1998
25663,130600,15/06/2019
25664,657335,15/04/2019
25665,198772,06/07/2010
25666,59099,16/05/2017
25667,33946,05/01/2012
25668,868581,07/05/2001
25669,467828,27/02/2019
25670,313658,15/12/2001
25671,253900,04/07/2009
25672,704297,19/08/1981
25673,646612,20/05/2010
25674,765026,12/03/2016
25675,638963,07/11/2005
25676,436227,30/03/1970
25677,654906,04/01/1975
25678,829984,18/07/2002
25679,709461,28/05/2003
25680,486569,21/09/2018
25681,750363,31/03/1989
25682,760463,23/03/2014
25683,540551,26/08/2016
25684,589996,01/12/2000
25685,424541,10/05/2019
25686,282985,16/08/2010
25687,257581,26/03/2011
25688,808887,04/01/1982
25689,811657,20/10/2009
25690,731747,04/09/2016
25691,156016,13/12/2018
25692,138919,21/06/2008
25693,855535,10/06/2018
25694,631084,25/01/2007
25695,483714,13/04/1978
25696,817841,25/08/1974
25697,738157,11/03/2014
25698,327166,29/06/1992
25699,639645,10/08/2008
25700,611931,29/11/2007
25701,812271,31/05/2012
25702,384787,21/02/2007
25703,944720,08/07/2017
25704,958854,03/10/2011
25705,596870,10/10/1972
25706,791866,12/06/1980
25707,811584,01/06/2000
25708,858406,12/11/2012
25709,312025,31/01/1988
25710,68824,15/12/1992
25711,186454,10/04/1983
25712,497118,30/04/2001
25713,529694,24/04/1980
25714,489318,14/11/2015
25715,427847,11/04/2008
25716,260014,10/03/1978
25717,774045,26/03/2015
25718,606192,29/08/2018
25719,631243,07/07/2019
25720,106407,18/08/2019
25721,955199,14/01/1992
25722,845787,24/06/1972
25723,283953,09/12/1979
25724,73204,12/02/2015
25725,906574,13/06/2015
25726,875121,13/08/1992
25727,969434,01/07/2007
25728,562683,21/06/2011
25729,662313,16/05/1985
25730,44811,12/08/1974
25731,375468,25/09/2018
25732,540259,10/10/1970
25733,652129,31/08/2005
25734,36759,12/02/2011
25735,633996,22/03/1967
25736,681863,15/12/1991
25737,129703,16/10/1997
25738,739046,30/07/1993
25739,235241,07/04/2008
25740,618269,25/09/2018
25741,834116,27/06/1976
25742,194292,18/07/2007
25743,177857,19/04/1981
25744,919715,10/10/1967
25745,338415,12/05/2018
25746,899914,25/09/2010
25747,851985,02/07/2018
25748,603541,24/03/1963
25749,804515,10/02/2007
25750,848497,29/04/2003
25751,146857,29/12/2011
25752,838542,11/08/1978
25753,861033,15/08/1991
25754,599546,26/09/2015
25755,122771,07/06/1994
25756,186037,12/07/1985
25757,197301,12/08/2007
25758,307011,13/10/2012
25759,4599,07/10/1999
25760,931998,19/11/1969
25761,958090,30/05/1975
25762,436149,10/04/2004
25763,802442,19/06/2019
25764,830418,22/06/1985
25765,993559,30/11/1968
25766,830965,12/01/1981
25767,271414,25/01/1978
25768,835233,12/10/1984
25769,76409,19/08/2005
25770,509150,30/01/2012
25771,802761,25/10/2012
25772,690467,01/11/1987
25773,555203,22/08/2001
25774,981952,15/03/1982
25775,749052,15/09/2017
25776,939722,22/02/1965
25777,525168,08/11/2005
25778,874725,02/06/2010
25779,500702,21/09/2017
25780,646104,29/11/2004
25781,612313,12/04/2010
25782,408803,10/02/2014
25783,467181,19/06/2002
25784,224053,03/10/2007
25785,861892,16/07/2010
25786,421256,09/10/2015
25787,809978,11/09/1995
25788,354892,29/12/1995
25789,654165,09/06/2010
25790,897324,19/08/1997
25791,649801,18/10/1962
25792,833815,07/09/2012
25793,470192,27/09/1981
25794,488759,27/11/1995
25795,945089,31/10/1962
25796,780367,17/10/1981
25797,516198,18/04/2004
25798,913206,26/01/2019
25799,911203,28/11/2001
25800,947640,26/11/2017
25801,784992,16/11/1994
25802,351368,06/03/1990
25803,676382,06/12/1985
25804,467397,25/05/2011
25805,43499,22/07/1983
25806,825384,12/11/1978
25807,449249,07/11/1996
25808,979632,05/04/2001
25809,951211,19/04/1993
25810,781701,10/10/2006
25811,230624,22/04/2011
25812,75142,12/09/2012
25813,491065,30/08/1999
25814,397967,19/06/1984
25815,518563,10/01/1997
25816,123921,01/03/2010
25817,918627,09/02/1977
25818,747395,12/10/2010
25819,197179,29/06/1993
25820,782976,12/02/2011
25821,837157,06/04/2015
25822,280395,30/03/2019
25823,971285,30/10/1997
25824,269138,25/08/1985
25825,602941,22/12/1993
25826,645321,08/12/2016
25827,818311,29/01/2008
25828,61967,08/08/1963
25829,767300,19/04/1975
25830,654969,31/08/2006
25831,72780,27/10/2001
25832,502598,24/12/2011
25833,187863,16/11/1997
25834,202072,11/06/2003
25835,80872,11/03/1979
25836,50264,27/07/1969
25837,508201,11/03/2013
25838,926287,17/07/1965
25839,475304,19/04/2019
25840,836904,17/11/2016
25841,164134,26/05/1998
25842,761037,25/04/2003
25843,129039,11/03/2006
25844,973195,12/05/1996
25845,963461,08/05/2003
25846,402739,27/04/2015
25847,865435,09/04/2018
25848,300158,01/05/1970
25849,373536,07/06/1989
25850,170774,08/02/2013
25851,929803,24/03/1994
25852,188057,28/03/2018
25853,306248,23/12/1985
25854,923979,20/01/1996
25855,230868,18/11/2016
25856,650390,31/07/1987
25857,790086,20/08/2016
25858,605499,10/04/2006
25859,941350,07/01/1969
25860,747051,19/02/1998
25861,606250,07/09/2009
25862,909124,21/09/1969
25863,985720,24/01/2014
25864,816778,21/02/2003
25865,376139,26/05/1992
25866,611401,05/04/1983
25867,161245,01/11/2005
25868,327046,24/05/1978
25869,338373,19/11/2003
25870,631397,23/09/2011
25871,750216,13/08/2016
25872,965677,17/02/1975
25873,332807,20/06/2006
25874,406518,16/01/2014
25875,547313,23/11/2004
25876,401754,18/12/1982
25877,488128,09/05/1970
25878,321815,01/12/2017
25879,994912,29/01/1996
25880,133510,05/06/2016
25881,243889,07/05/2007
25882,940938,29/06/2014
25883,528719,06/07/2016
25884,896895,13/11/2012
25885,121506,04/12/2015
25886,565054,08/03/2012
25887,403028,11/11/1996
25888,264280,23/09/1991
25889,288324,25/01/2014
25890,775390,25/04/2013
25891,655493,27/12/2017
25892,579666,31/05/2015
25893,265495,15/04/1992
25894,239881,10/04/2006
25895,757680,23/10/2008
25896,15688,10/08/2012
25897,133210,18/05/1967
25898,661391,15/09/2004
25899,19210,03/11/2002
25900,597384,12/07/1994
25901,496614,22/07/2003
25902,832974,16/01/2000
25903,950796,13/06/2019
25904,775219,02/12/1981
25905,171624,28/07/2002
25906,1695,27/08/2014
25907,89835,01/09/2002
25908,856792,03/10/2016
25909,751211,26/08/2012
25910,281415,31/08/2014
25911,374638,09/02/2003
25912,357439,21/04/2008
25913,174970,20/09/2012
25914,341747,10/03/1979
25915,145353,29/03/1989
25916,601787,03/04/2002
25917,678985,09/04/2015
25918,530604,13/10/2014
25919,529056,30/12/2003
25920,861047,20/05/1994
25921,46620,22/03/2019
25922,950784,15/04/2000
25923,650348,23/01/2005
25924,557133,04/02/2018
25925,915981,13/09/2003
25926,324096,14/12/1983
25927,131988,26/03/2019
25928,331341,18/05/2014
25929,262643,01/04/2016
25930,90556,12/05/2015
25931,640116,26/08/2013
25932,171486,22/05/2006
25933,801536,23/08/2019
25934,308421,19/06/2017
25935,443129,23/07/2012
25936,849691,22/06/1988
25937,564092,01/02/2001
25938,860542,26/10/1982
25939,498139,25/09/2015
25940,993729,08/02/1983
25941,324635,11/01/2003
25942,666944,10/10/1974
25943,51197,22/11/2003
25944,183441,13/05/2019
25945,836767,29/08/2019
25946,566349,14/07/2014
25947,151522,01/03/1974
25948,676991,30/05/2019
25949,274227,16/01/2006
25950,62206,13/12/2000
25951,431164,15/08/1970
25952,225046,13/08/2007
25953,734254,20/10/2017
25954,428101,08/08/2006
25955,328285,20/07/1981
25956,142436,25/10/1984
25957,641419,05/07/2014
25958,738172,25/04/2005
25959,12447,16/10/2008
25960,981609,01/06/1981
25961,27820,27/08/2019
25962,368989,04/07/2013
25963,73542,07/07/1985
25964,950609,21/08/2012
25965,805713,25/08/2013
25966,460522,29/12/1976
25967,681210,12/07/2019
25968,79444,13/05/2009
25969,467601,28/06/2018
25970,396604,24/06/2016
25971,261743,18/07/1964
25972,511097,12/12/1982
25973,110460,13/07/1990
25974,56878,01/09/2011
25975,289884,22/08/1972
25976,703430,21/05/2019
25977,804083,29/12/2013
25978,269006,07/12/2009
25979,827255,04/12/2018
25980,688752,02/04/2019
25981,921795,09/12/2011
25982,240440,28/03/2019
25983,131712,14/05/1989
25984,214467,18/04/2016
25985,171025,17/04/1975
25986,495127,18/12/2003
25987,520748,06/01/2007
25988,220347,26/11/1977
25989,278231,02/09/1981
25990,926611,27/04/2006
25991,519934,26/04/1982
25992,978624,02/02/1994
25993,423490,17/03/1981
25994,208963,06/02/2009
25995,522746,12/10/2006
25996,2014,10/09/2008
25997,893541,31/03/1976
25998,285134,10/04/2015
25999,950807,24/06/1986
26000,786188,23/10/1981
26001,36189,24/03/1986
26002,665867,12/03/1973
26003,966719,14/05/2016
26004,682919,05/10/1988
26005,403354,18/01/2000
26006,48995,12/01/1991
26007,877404,10/08/2000
26008,35913,05/08/2016
26009,203065,07/09/2011
26010,741276,17/07/2019
26011,219063,06/11/2002
26012,726993,16/07/2019
26013,418265,18/08/1982
26014,13868,21/02/2010
26015,588532,10/11/1987
26016,629787,23/08/2014
26017,320429,27/11/2013
26018,493451,27/08/2017
26019,132859,11/03/2007
26020,753722,29/01/2019
26021,777653,03/04/1954
26022,170469,11/02/2019
26023,595087,11/07/1993
26024,280915,23/07/1982
26025,307453,16/06/1977
26026,791990,24/12/2015
26027,434765,06/03/1973
26028,877494,29/12/1991
26029,152395,28/11/1966
26030,912115,16/08/2019
26031,625577,26/07/2019
26032,130244,11/12/1987
26033,667815,16/01/2006
26034,718572,20/09/1974
26035,621070,15/05/2019
26036,548614,20/10/2008
26037,129007,11/10/1997
26038,616505,11/10/1995
26039,639432,09/07/1984
26040,437261,17/04/1990
26041,750530,21/07/2010
26042,986282,21/10/1997
26043,348565,06/08/2015
26044,318339,18/04/2015
26045,739900,16/11/1973
26046,288909,30/11/1993
26047,603632,11/02/2007
26048,119958,16/04/2016
26049,259913,27/04/1978
26050,442174,30/05/2011
26051,988866,21/11/1989
26052,361745,12/03/2016
26053,151714,26/11/2011
26054,354171,03/09/2008
26055,393642,11/01/2018
26056,230145,11/07/1986
26057,26350,16/04/2011
26058,542957,14/07/1987
26059,410672,17/08/2019
26060,548312,04/03/2002
26061,826708,03/02/2003
26062,841408,16/02/2009
26063,999613,02/09/1991
26064,217243,22/04/1999
26065,393408,30/03/2019
26066,734977,23/02/1989
26067,594490,05/01/1967
26068,345498,10/07/2014
26069,592351,02/04/2007
26070,758130,13/03/1999
26071,635115,06/03/1986
26072,684679,22/05/1970
26073,472384,08/05/1994
26074,718556,28/10/1985
26075,877280,25/10/2016
26076,987391,14/08/2005
26077,342618,06/01/2011
26078,341344,30/08/1985
26079,898949,27/02/1990
26080,669984,10/11/1985
26081,53083,10/10/2014
26082,618244,02/09/1980
26083,275526,13/09/2016
26084,396796,06/04/1989
26085,546475,18/05/1998
26086,94646,16/07/2010
26087,980529,19/09/2012
26088,249463,27/07/1989
26089,728217,05/07/2000
26090,283158,11/06/2017
26091,677211,17/04/1988
26092,318665,24/08/2019
26093,788895,20/03/1985
26094,398865,17/03/2015
26095,549421,08/08/2004
26096,540728,30/05/2005
26097,820463,22/12/2006
26098,165925,16/07/2014
26099,976515,15/01/2018
26100,117974,22/05/2015
26101,61982,06/06/1983
26102,40430,06/07/1990
26103,254094,26/03/2000
26104,588905,11/02/1981
26105,436824,16/08/2004
26106,176732,01/06/2004
26107,782417,16/06/1998
26108,853718,28/03/2002
26109,363560,28/03/2010
26110,456790,01/04/2010
26111,618706,02/08/2019
26112,198443,12/09/1988
26113,793153,07/05/1987
26114,911228,30/12/1970
26115,992510,29/01/2017
26116,239518,29/12/2006
26117,833875,07/10/2008
26118,495696,31/07/2018
26119,73521,20/08/2003
26120,312804,25/02/2017
26121,95120,05/03/1975
26122,420719,18/09/2009
26123,670798,15/10/2013
26124,314572,11/08/2016
26125,742521,27/05/2002
26126,327276,19/02/2009
26127,165697,01/03/1978
26128,168542,19/02/2018
26129,161692,25/03/2012
26130,740037,30/06/2004
26131,396142,07/06/1996
26132,461337,23/11/2018
26133,284793,15/06/2008
26134,216513,02/03/2003
26135,194841,26/10/1976
26136,21973,09/06/2018
26137,362718,02/01/1999
26138,330118,23/02/1991
26139,294865,17/05/2010
26140,845139,01/01/1971
26141,175317,23/03/2011
26142,453419,03/05/2013
26143,650031,07/07/1982
26144,35006,03/01/1965
26145,752726,30/01/1995
26146,306507,09/01/2012
26147,320775,07/03/1996
26148,843758,10/01/2017
26149,460610,03/04/2018
26150,745064,11/05/2000
26151,241315,02/07/2017
26152,158411,06/09/1982
26153,853081,30/01/2016
26154,981228,10/06/2014
26155,789282,23/03/1964
26156,67773,09/06/2018
26157,375996,21/05/2010
26158,197950,07/02/1981
26159,602048,26/07/2019
26160,466435,02/12/2007
26161,144569,30/12/2018
26162,187133,29/10/2018
26163,960696,22/12/2002
26164,883562,18/04/1991
26165,665780,09/10/2009
26166,758029,12/08/2014
26167,641933,07/11/1968
26168,565642,26/12/1991
26169,313158,28/09/2007
26170,667768,31/08/2015
26171,788981,31/03/2018
26172,734708,28/07/2005
26173,920505,30/03/1999
26174,27815,13/01/2015
26175,508984,27/02/1987
26176,250182,22/09/1980
26177,959533,24/10/1986
26178,152214,25/01/2009
26179,984838,19/03/2019
26180,505214,11/11/1996
26181,641696,11/12/2012
26182,236541,16/12/2015
26183,572750,31/03/1983
26184,710405,07/04/2014
26185,191444,18/02/2000
26186,622883,02/09/1995
26187,538439,18/05/2000
26188,528758,11/02/2002
26189,726143,22/07/2009
26190,87780,24/02/2013
26191,31420,08/08/2015
26192,712575,02/11/2014
26193,351396,23/06/1993
26194,990835,17/08/1982
26195,595423,12/09/2015
26196,151973,12/06/2019
26197,313013,21/09/2018
26198,877946,05/07/2007
26199,11260,12/10/1983
26200,239279,28/05/1987
26201,166583,18/05/2001
26202,320225,20/06/2016
26203,572182,19/10/1989
26204,196398,02/12/2016
26205,732776,15/07/1992
26206,453778,09/08/1991
26207,405030,29/05/2019
26208,857579,23/01/2019
26209,152962,17/01/2019
26210,938987,22/07/2006
26211,3672,13/11/1988
26212,858187,09/05/2004
26213,626834,30/08/1979
26214,317481,13/07/1973
26215,743919,25/05/1993
26216,806043,08/10/2017
26217,271255,31/03/1982
26218,901432,02/04/2018
26219,894214,07/04/1956
26220,718697,10/11/1971
26221,230596,08/07/1987
26222,933714,11/10/2002
26223,697779,18/05/2019
26224,729342,23/06/2004
26225,994643,08/07/2013
26226,169606,02/12/2015
26227,49796,04/08/2019
26228,455060,25/06/2019
26229,298592,17/08/1953
26230,590368,06/05/2006
26231,859449,26/05/2005
26232,551443,08/09/2011
26233,671266,30/06/1989
26234,781937,19/07/2013
26235,54468,19/11/1981
26236,564679,16/04/1976
26237,461514,29/09/1993
26238,105317,10/06/2008
26239,929286,22/02/2019
26240,690825,20/01/2013
26241,577041,21/06/2002
26242,214378,07/09/2016
26243,420763,01/04/2014
26244,801403,11/08/2018
26245,692702,23/08/2010
26246,422225,29/07/2006
26247,985493,24/10/1975
26248,74953,10/11/2009
26249,491038,07/04/2006
26250,998864,16/05/2001
26251,800344,19/01/2019
26252,372081,01/05/2011
26253,308216,24/03/2019
26254,862284,12/09/2002
26255,40192,09/10/2004
26256,352191,18/08/2007
26257,374149,15/11/2003
26258,787784,31/08/2017
26259,914739,12/12/1973
26260,422035,24/08/2018
26261,796480,01/05/2008
26262,910873,15/01/2002
26263,627140,22/08/1966
26264,854288,23/02/1996
26265,197598,24/06/2014
26266,416155,12/06/2014
26267,210408,30/10/1999
26268,497747,02/10/2002
26269,761866,26/06/2009
26270,886644,07/09/2001
26271,599517,06/08/1983
26272,977555,30/06/2012
26273,146037,06/10/2016
26274,695076,15/11/2011
26275,547406,04/03/2008
26276,546693,29/09/1967
26277,318875,04/01/1997
26278,204184,24/12/2009
26279,444959,12/04/2016
26280,756213,13/12/2008
26281,282747,31/12/2007
26282,484986,04/02/1989
26283,200353,22/10/1976
26284,631656,28/10/2016
26285,2366,25/10/1987
26286,325777,03/01/2007
26287,67014,02/11/2003
26288,111343,02/06/1999
26289,889105,19/02/1978
26290,844773,04/04/2009
26291,897727,19/08/2008
26292,399907,04/12/2004
26293,967981,30/03/1993
26294,150389,04/03/2014
26295,741496,13/04/1962
26296,648277,15/04/2002
26297,517045,25/10/2016
26298,487269,07/02/1987
26299,555742,26/10/2016
26300,776535,25/08/1997
26301,901555,18/11/2016
26302,579024,08/09/2001
26303,466086,05/09/2013
26304,281,10/02/2018
26305,462964,24/10/2015
26306,706709,10/10/2000
26307,504020,16/08/2016
26308,929222,02/02/2007
26309,954762,14/07/1987
26310,231773,17/03/2004
26311,584628,01/01/1996
26312,283427,09/04/2015
26313,306197,26/02/2009
26314,333522,28/01/1965
26315,541466,03/03/2018
26316,848119,19/12/2018
26317,417825,17/10/2001
26318,152642,15/03/1980
26319,113474,04/03/2014
26320,968478,30/12/2008
26321,373925,17/08/2017
26322,52642,17/01/2013
26323,977091,16/07/1990
26324,364799,15/04/2005
26325,769645,15/02/2006
26326,127917,11/08/1982
26327,439622,02/07/1978
26328,853741,13/04/2010
26329,340179,08/04/2019
26330,476207,18/02/1953
26331,25096,18/04/2015
26332,796155,08/06/2002
26333,1526,16/02/1986
26334,312222,14/04/2015
26335,383835,21/03/1991
26336,44360,03/04/1999
26337,839410,05/07/1993
26338,69782,04/05/2015
26339,289447,06/11/2011
26340,507274,20/04/2007
26341,656633,30/04/2019
26342,667044,10/12/1969
26343,966080,25/08/2018
26344,851156,04/08/1988
26345,317148,01/12/2004
26346,77656,04/09/2009
26347,190439,04/10/1984
26348,17683,04/08/2007
26349,146027,19/12/2014
26350,715375,14/01/1999
26351,474775,01/08/2001
26352,646028,24/10/1963
26353,820566,09/11/2004
26354,218333,02/10/2002
26355,233851,18/08/2011
26356,709186,22/02/2008
26357,201939,31/07/1969
26358,672552,25/08/1974
26359,859929,21/01/1971
26360,676899,07/10/1961
26361,911425,01/01/2016
26362,344323,01/01/2015
26363,882593,07/02/1979
26364,238513,20/02/1987
26365,172458,18/08/1977
26366,635989,03/01/1988
26367,651979,13/03/2018
26368,23572,12/10/1977
26369,208654,29/01/1984
26370,732028,23/05/1982
26371,404126,10/01/2005
26372,271101,22/02/1970
26373,50884,15/07/1997
26374,270786,15/07/2013
26375,788410,03/08/1993
26376,501125,18/02/1996
26377,217967,21/07/1971
26378,807707,21/10/2002
26379,252634,09/06/1998
26380,536793,29/07/1990
26381,326105,10/07/1975
26382,348134,07/11/2014
26383,868145,16/01/2017
26384,192443,11/04/2007
26385,731619,12/12/2007
26386,435600,18/05/2012
26387,378364,22/08/1962
26388,96357,26/12/1991
26389,213635,29/01/2018
26390,668299,18/03/1967
26391,864662,01/12/2011
26392,626282,20/01/2002
26393,189142,27/04/2007
26394,468589,21/09/2007
26395,922107,19/09/2007
26396,653168,28/12/2014
26397,750804,17/01/1991
26398,988695,08/02/1991
26399,361805,16/12/2013
26400,566107,02/01/2008
26401,88321,24/01/1986
26402,450659,28/02/1998
26403,673884,20/04/2007
26404,404884,25/07/1987
26405,471245,19/12/1952
26406,305516,29/08/2009
26407,334635,10/09/2008
26408,743104,27/10/2017
26409,498202,24/11/2014
26410,264871,16/06/2015
26411,612853,28/03/2005
26412,492150,03/08/2008
26413,684056,01/12/2011
26414,694152,12/05/1997
26415,999990,24/05/1997
26416,595395,18/07/2018
26417,450877,20/09/2017
26418,346235,26/03/2011
26419,591864,28/11/1998
26420,794401,04/07/2005
26421,190437,26/08/1982
26422,149729,02/02/2012
26423,753068,09/05/2008
26424,24021,23/08/1993
26425,393307,28/07/1997
26426,812894,18/08/2011
26427,13013,12/09/2000
26428,314313,17/09/1979
26429,352192,15/08/1996
26430,11243,13/08/1993
26431,204745,26/08/2004
26432,841056,17/05/2014
26433,761216,22/02/2019
26434,889156,07/02/2018
26435,511807,25/11/2011
26436,141377,08/02/2012
26437,529666,12/02/1979
26438,34648,10/12/1977
26439,444576,19/07/1974
26440,806227,15/01/1998
26441,202008,10/12/2002
26442,738793,25/08/2019
26443,635993,28/12/2014
26444,485890,06/11/1962
26445,902831,12/12/2018
26446,449171,16/07/1990
26447,176385,26/01/1984
26448,445065,20/02/1959
26449,555209,12/11/1996
26450,926643,10/08/2017
26451,982497,01/01/2019
26452,178735,11/07/1989
26453,523590,16/06/2016
26454,673121,06/05/1957
26455,855135,31/01/2016
26456,176406,23/08/1994
26457,397776,21/10/2010
26458,402177,07/04/2008
26459,76141,16/04/2009
26460,305321,04/06/1985
26461,478039,14/01/1999
26462,915067,04/04/2017
26463,676804,23/02/1976
26464,915886,02/05/1983
26465,997557,13/02/2005
26466,391476,19/11/2003
26467,624190,28/02/1997
26468,1989,21/01/1991
26469,276359,13/06/2011
26470,982920,28/08/2006
