número,status,fecha_dictamen
86576-79815-HI,1,24-03-2012
11814-50233-OK,1,25-07-2019
96638-75395-KI,0,06-11-2006
6907-67836-AD,0,09-03-2017
34262-10163-HK,0,28-10-1988
2400-50342-BO,1,11-02-1974
36243-43934-ED,1,02-07-1999
97654-6596-OK,0,05-02-2015
10196-2568-JG,0,18-03-2018
54566-26281-LE,1,16-06-2007
1249-88690-NF,0,13-08-2019
10808-25577-KA,0,11-11-2001
90982-73444-KE,0,12-10-2017
66456-57616-BK,1,13-06-2018
62657-80697-EB,0,06-02-2005
75837-27858-JM,0,27-03-2019
51975-51592-IL,1,27-12-1991
11597-55312-AN,0,22-12-2016
72782-69199-MH,1,20-09-2006
85833-79083-KF,0,20-05-2017
38340-49400-KN,1,07-12-2009
9302-91051-NO,1,09-02-2017
30823-26165-GI,1,05-12-2016
36272-75403-BI,0,29-08-2019
37952-41228-AF,1,10-07-2019
72718-19819-BB,1,06-07-1985
7583-20582-FA,0,10-06-2018
63090-74250-DF,0,22-11-2015
39781-12195-DG,1,13-10-2017
98718-78975-FL,0,04-04-2009
67982-75708-NK,0,20-01-2015
35092-13119-LJ,1,22-03-2012
78452-59235-FM,1,04-11-2011
98790-89258-NH,1,31-07-2012
78024-46254-KO,0,20-07-2014
35922-94174-HN,0,22-07-2003
52876-12159-DN,0,01-10-2015
52609-50670-BN,0,23-02-2018
19451-18360-AB,1,01-02-2011
232-816-AM,0,08-06-2018
51170-41500-AG,0,19-09-1999
48031-51982-MO,0,09-12-2017
28700-1839-NG,1,25-09-2018
31606-36745-BD,0,28-06-2013
72007-27376-ME,0,06-11-2009
52299-76135-DL,1,01-04-2018
75624-6603-MB,1,09-08-2009
96391-81717-BE,1,06-11-1996
46687-76068-HK,1,17-12-2018
91640-47850-AH,0,30-11-2008
485-30406-DN,1,15-04-2019
41644-48634-BF,1,28-03-2018
14142-48226-DE,1,01-07-2019
15825-28387-AM,0,05-02-2012
52510-15778-JH,0,20-08-1999
55323-92546-NF,0,14-09-2016
17361-13593-DN,1,30-05-2019
36502-99419-GB,1,28-03-2019
693-70782-DK,1,03-02-2002
29982-95316-IN,1,10-05-2011
66419-48319-FN,0,26-04-2014
68915-39965-MD,0,02-06-1982
37001-85693-IL,1,17-08-2008
50816-11147-ND,0,28-03-1990
71715-83617-GB,1,21-04-1995
57356-84030-DB,0,30-01-1995
52205-38659-AI,1,18-07-2019
76804-26328-LJ,1,13-09-1995
64776-66468-LF,0,24-06-2002
74473-99787-EF,0,26-04-1990
66127-53720-FM,0,28-01-1994
26538-99698-GM,0,15-06-2018
76155-53899-EA,1,27-05-2002
86833-58297-GG,1,26-06-2014
48122-50579-EJ,1,13-01-2010
44947-65044-FB,0,01-08-2009
38117-46551-OH,0,20-05-2019
82929-35643-LH,0,23-05-2015
79023-7409-OO,1,06-06-2009
28283-21675-AK,1,19-11-1992
77564-88116-MH,0,21-05-2014
582-47039-GF,1,20-06-2010
97821-83410-MD,1,01-08-2013
48948-38233-OF,0,09-11-2003
61997-15330-FO,1,12-07-2007
54713-61909-JD,0,02-01-2004
59216-31012-JL,1,29-02-2016
28212-24118-KA,0,15-01-2019
78808-20712-BL,1,08-04-2017
88762-85416-AE,0,20-07-2017
43686-1727-JD,1,21-01-1976
98765-61848-NO,0,19-08-2018
10826-16059-OE,1,26-03-2018
7733-97568-IB,0,07-12-2018
19706-881-JD,1,09-08-2001
98390-60271-BE,1,24-10-1989
16487-20429-FE,1,20-01-2017
5337-736-BL,1,01-07-2004
99091-95670-JI,0,22-12-2010
52339-89805-BM,1,23-03-2019
35511-237-GA,1,27-02-1988
65955-75606-FJ,0,16-07-2017
15944-59755-KK,0,17-03-1984
50428-9783-NO,1,25-09-2017
43302-42505-GH,1,14-10-2011
5290-71716-HG,1,19-02-2017
16640-45424-JI,0,05-09-2017
79881-4024-AI,1,13-07-2019
16991-91413-BN,1,19-10-2018
99699-17069-BI,0,28-01-2019
99796-12035-KL,0,07-08-2018
59617-25599-IB,1,23-08-2019
89136-44867-KK,1,08-02-2014
20984-64096-KH,1,31-12-2014
17875-77983-JA,1,13-10-2017
73812-38758-LI,1,17-12-2012
54870-89021-KE,0,08-08-2019
77069-4592-FB,1,20-05-2008
84520-77231-BB,0,26-04-2012
2787-4686-GM,0,13-12-2013
77792-28139-BL,1,21-12-2017
1390-67005-HF,1,20-06-1991
85241-82530-IG,1,02-08-2017
34146-73294-OA,1,02-07-2018
2154-86373-HG,1,31-01-2016
96919-90306-DH,1,27-06-2003
17324-86254-OM,0,05-03-2019
7524-12408-EK,1,27-08-2019
27557-6122-AJ,1,22-09-2016
96025-59664-BL,0,14-04-2015
26037-17216-OG,0,03-03-2017
91435-2461-LF,1,02-08-2019
76816-40693-KJ,0,09-01-2014
65269-36480-JB,0,12-02-2018
70135-96760-DH,1,26-12-2016
86512-27391-NO,0,20-03-2000
8820-51396-FM,1,09-08-2017
32590-44363-DA,0,09-08-1980
40530-20787-BB,1,31-08-2017
31776-61867-AK,1,31-10-1979
91920-6019-EB,0,13-01-2018
4404-5912-BM,0,02-12-2010
22804-70929-LF,0,01-03-2011
13156-32336-GG,0,25-05-2015
76167-20922-AF,1,03-06-2015
64139-80271-MJ,0,07-04-1989
97095-76337-BK,0,01-04-2019
11998-16864-II,0,31-01-1993
18304-3960-IO,1,15-03-2014
48499-31366-DK,0,25-10-2016
77631-78475-HK,0,13-04-2010
20732-57205-NJ,0,09-03-2017
69942-10319-HK,1,12-07-2018
41843-6979-EE,1,02-10-2002
7665-67268-KD,0,19-01-2019
61618-72450-MH,0,28-09-2009
58887-12933-LM,0,14-08-2019
86387-32624-HB,1,07-07-2004
91114-97161-IA,1,15-10-2017
91235-52912-OJ,1,23-11-2008
7292-15707-KF,0,29-09-2007
15629-50421-KK,0,15-03-1996
48636-89179-JK,1,25-06-1992
10188-8922-KD,1,15-03-2002
66718-72398-BM,0,04-12-2005
68501-93345-BB,0,09-01-2018
55508-19119-FB,0,17-01-2012
18731-69078-DD,1,08-07-2019
65190-27290-HA,0,19-08-2001
31475-85462-MI,0,17-05-2009
53398-78201-ED,1,24-06-2012
83207-8542-KB,0,02-03-2019
39376-9365-JE,1,22-09-2012
87230-21045-BO,1,19-02-2011
53325-86917-LO,1,06-01-1998
93887-86362-BM,1,16-05-2001
61669-90223-HG,0,28-12-2015
96403-59841-NO,1,26-10-2015
97967-60804-BJ,0,05-07-2011
94971-74312-AF,0,09-06-2019
49806-34453-FI,1,11-11-2011
31211-47016-JK,0,10-02-2014
817-78439-DH,1,11-01-2018
48838-35671-EH,0,29-01-2017
80399-14276-NI,0,30-06-2014
24828-25424-DD,1,30-06-1993
31355-34277-MM,0,25-07-2011
47486-15261-NJ,0,25-09-1988
88229-13776-EM,1,05-01-2019
68454-99031-AF,0,29-06-2000
59804-198-KF,0,25-08-2018
24191-96222-LA,0,17-08-2014
69020-24245-ON,0,18-10-2010
41619-35469-OB,1,29-04-2017
87159-44327-KG,0,18-10-2017
55748-51824-BN,0,07-10-2014
75679-56126-NN,1,21-04-2017
32145-88490-II,1,19-11-2005
38456-30979-EJ,1,20-02-2017
22108-32660-KB,0,11-07-2009
42455-45314-EB,1,15-02-2017
94312-3887-LE,0,07-11-2012
20544-61135-NA,1,06-11-2004
84264-36146-MB,1,31-12-2016
99342-23370-GN,0,26-04-2016
37194-93260-ND,0,05-02-2016
65416-77551-IG,0,10-08-2006
79294-88423-IG,1,14-10-2013
36132-72291-IE,1,28-01-2000
48003-13491-EM,0,27-01-1999
82580-24255-OG,1,19-08-2019
7835-31122-MJ,0,21-09-2014
15615-6049-BB,0,15-12-2012
14268-25022-IG,0,21-09-2017
2877-41188-HL,0,03-12-2018
52760-66876-GB,1,27-10-2018
57543-50878-IK,0,26-09-2015
46220-72141-GA,1,08-06-2019
39419-91553-BJ,1,15-02-1996
2629-97183-AB,1,20-10-1997
18884-92956-OJ,1,24-07-2019
85094-30160-EG,0,25-05-2008
41562-74782-JN,1,02-05-2015
25903-57326-BH,1,10-10-2016
66519-37399-GD,1,21-09-1996
12590-66068-DJ,1,22-02-2019
94990-36379-FF,1,02-09-2016
46430-6088-BD,1,18-08-2019
28560-84572-LG,1,13-02-2004
47500-72503-ME,1,11-04-2017
84-27099-GG,0,03-02-2007
82302-89280-AL,1,23-09-2002
90226-78147-OF,0,13-02-2014
22505-71241-BF,0,29-05-2017
90129-73839-HN,1,12-11-2017
43153-70016-ND,1,01-09-2010
72849-45238-BJ,1,19-07-2010
25758-37425-JD,0,08-04-1995
86106-82215-JH,1,18-07-1998
46259-69330-JM,1,20-07-2013
72961-88230-MK,1,26-04-2008
8694-24662-KH,1,27-12-2010
57212-56981-IF,1,13-10-2007
79937-94718-LA,0,27-01-2007
96538-33513-JI,0,28-03-2010
5882-87297-JA,1,02-10-2017
78738-63842-BG,0,09-11-2016
5860-43072-EJ,1,30-07-2017
21051-79203-AE,1,04-12-2018
13425-43171-FH,0,29-06-2009
33015-79242-KG,1,28-03-2018
15397-31405-HF,0,10-02-2018
56014-38819-IM,0,12-09-2015
53227-78495-JB,1,12-07-2019
40675-76748-EF,0,05-08-2017
43162-53870-MI,0,29-09-2016
42078-34211-BF,0,12-08-2005
41149-74147-GB,0,01-08-2018
73177-60472-AB,1,15-12-1993
39783-16442-MF,0,15-10-2013
545-41041-GF,0,20-08-1994
83025-36164-FJ,0,16-06-2005
11369-25268-GE,1,17-02-2015
98567-49499-IN,1,27-01-2015
87860-45081-KE,0,15-03-2019
12347-16229-MI,0,13-08-2008
31905-46006-BE,0,17-10-2016
84332-60307-IL,0,05-09-2018
45995-63666-HJ,0,01-06-2017
79049-44961-DG,0,05-05-2016
9654-85056-GA,1,13-03-2018
78989-29849-NJ,0,15-06-2019
69591-54613-OM,1,05-04-2005
66453-26228-DE,0,10-10-2011
18117-40621-GD,0,22-09-2007
20386-73022-IB,1,10-02-2016
52249-97396-IN,1,24-02-2011
74139-64475-HE,0,22-01-2013
24108-81303-LM,1,22-04-2019
14992-3231-KB,1,17-03-2019
31381-29030-OA,0,25-09-2013
88064-83576-AJ,1,06-11-2011
95984-85577-ND,1,14-10-2008
24873-72339-FG,1,22-03-2015
83662-75298-GD,0,29-01-2008
548-5377-IJ,1,25-09-2018
22160-63298-OL,0,26-11-2010
46806-22537-OE,1,23-07-2018
12416-78356-LE,0,31-05-2000
33701-20851-HE,1,04-08-2019
46467-65395-LJ,1,10-11-1974
30991-35001-LL,0,17-06-2018
60352-70904-IO,1,01-08-2019
12838-62189-EB,1,25-07-2013
85118-25665-EE,0,17-07-2019
35353-78959-JB,1,27-12-1980
31661-26071-JB,0,04-05-2015
56557-44466-BL,0,25-06-2018
62535-17988-HO,1,06-03-2001
98746-15932-OB,1,24-07-2019
52962-87842-KN,0,12-03-2016
69438-68285-IH,1,30-01-1996
12698-64054-AD,0,21-05-2006
56561-61989-LM,1,21-02-2019
79792-60311-NE,1,14-04-2015
96526-77927-BD,1,23-04-1959
26946-35277-LG,1,17-04-2016
43415-87412-BF,0,08-07-2019
87064-84946-BK,1,13-08-1999
86615-99281-DJ,0,04-07-1973
31739-9065-GL,0,23-02-1987
55268-10912-JE,0,20-04-2017
44173-39096-IK,0,27-06-2003
53595-82398-EG,0,27-04-2014
69865-49931-BM,0,09-05-2019
28057-34113-HF,1,29-05-1987
44325-92360-KJ,0,08-05-2011
33245-86802-OJ,0,15-05-2018
55368-77860-BG,0,24-08-1966
25260-65769-AG,0,26-08-2019
5440-21608-BD,1,22-05-2013
77556-25551-EF,1,30-07-1999
3457-98166-FE,1,20-05-2019
23047-61753-MB,0,19-09-2018
37523-38768-FL,1,23-11-2008
946-92475-GB,0,15-11-2017
89119-14200-FB,0,18-03-2008
14238-10255-OB,1,21-08-1996
20233-90628-NB,0,27-08-2003
91012-60727-AA,0,18-05-2014
17159-88918-HJ,0,13-05-2018
87707-57901-NI,0,23-04-2018
24068-48528-FI,1,31-07-2011
13566-2192-EL,0,30-10-2015
79525-8665-LJ,1,01-07-2008
46060-11472-MN,1,19-03-2017
8235-7584-MO,0,09-09-1997
80704-63148-AM,0,23-10-2017
84503-89112-BE,1,13-01-2011
22200-1639-BE,0,25-04-2010
60792-52787-AI,0,15-08-2017
44301-11481-OJ,0,20-03-2015
20903-2090-KL,1,07-08-2019
42337-25497-MO,0,02-08-2019
79288-35590-MG,0,02-08-2018
39592-42379-BH,1,30-03-2016
82192-47589-GM,1,02-04-2019
57066-35061-EM,0,14-02-2011
6509-16239-BD,1,01-08-2010
18897-56091-OO,1,19-08-2013
47143-66271-OL,1,16-10-2004
15565-5538-DB,1,19-02-2016
85155-68443-JD,1,23-12-2016
51201-56516-MB,0,15-08-2004
13966-8193-AI,0,22-08-2001
10809-48703-LG,1,28-04-2001
21969-74485-OH,1,12-01-2000
234-21969-NK,1,03-08-2003
17763-80095-GJ,0,02-03-2019
48699-94561-EI,0,28-04-2016
29440-2503-MB,0,05-10-2001
22539-49656-EA,0,03-03-2019
57135-44729-DH,0,08-11-2006
70494-96873-EA,1,15-10-2011
60673-52950-NO,1,04-04-2011
34049-47076-AN,1,15-07-1961
64445-49156-ML,0,12-11-2015
83248-15769-LB,0,26-04-2019
4831-46746-BF,0,28-08-2019
78119-74196-LO,0,14-11-2007
88866-23241-KB,1,28-09-1992
96082-34195-DF,0,02-06-2014
36190-83508-LD,1,07-07-2012
57697-46918-HB,0,02-03-2013
88122-36542-MB,1,02-04-2008
88811-97807-JA,1,31-10-2018
93500-1951-EK,1,21-08-2019
24139-68339-HL,1,23-07-2013
68041-66645-BN,0,06-06-2018
38805-21217-JO,1,14-09-2017
25413-3848-NO,1,19-03-1972
66736-68872-JO,0,02-10-2015
78993-99535-IB,1,04-02-2019
6009-71742-MJ,1,02-09-2014
10475-62105-NI,0,21-10-2017
18731-45233-OK,1,09-11-2013
29446-47988-FK,0,14-08-2019
25606-91904-IN,1,14-05-2017
35661-24538-FD,1,16-07-2019
78512-99094-OB,0,21-03-2016
84594-25466-AH,1,24-01-2011
48289-34562-LE,0,20-06-2018
76386-19028-BK,1,14-02-2017
5402-27727-MN,0,27-09-1980
164-60010-AB,1,22-10-2007
61789-95733-AK,0,18-05-2019
62911-59956-BO,1,06-04-2019
55616-16890-NL,0,09-01-2017
50768-62209-AH,1,23-05-2017
69982-29485-HB,0,23-03-2016
53401-4772-MG,0,01-07-1951
57316-26439-NL,1,25-03-2013
35010-85071-JH,0,18-02-2017
70251-80101-JD,0,25-01-2013
6942-59966-BB,0,27-01-2019
96873-36628-AH,1,19-08-2011
73556-60536-FH,0,05-06-2010
24336-72186-IE,0,01-05-2017
68316-87364-ND,1,11-11-2014
70903-31577-JA,0,13-07-2017
55476-96651-AM,1,27-01-2015
17200-18538-FL,0,29-07-2005
91482-74704-OD,1,30-06-2018
12132-39593-NE,0,30-11-2011
43438-77825-OM,1,18-06-2014
30042-84306-OL,1,07-11-2013
77986-37820-FN,0,07-03-2017
31298-94110-MF,0,01-01-2014
95608-89697-ME,0,17-05-2019
61961-53727-KD,0,09-03-2008
15173-65579-OB,1,30-09-2012
36913-41749-LB,0,03-05-2008
28900-77122-FE,1,05-03-2013
1410-45407-DB,1,05-08-2019
71502-83400-GD,1,25-05-2019
45126-11706-AB,1,13-08-2019
24874-67137-OE,0,05-01-2011
55883-55680-MA,1,16-09-1992
48780-9782-GM,0,10-06-2010
23066-85302-EB,0,30-07-2017
46564-19615-LB,1,27-03-2010
60998-17348-EL,0,13-02-2017
63375-31059-LL,1,15-08-1986
94092-52053-AK,0,17-08-2019
38214-75339-HO,1,14-09-2014
5627-63204-BB,0,26-07-2005
29153-85487-HI,0,30-11-2017
96504-47967-AB,0,16-03-2014
38238-6605-JG,1,14-06-2019
14848-54287-EM,0,30-12-2017
35656-81563-FB,0,16-09-2013
67304-29477-FB,0,26-03-1983
50158-21984-DE,0,01-07-2007
27767-50669-EM,0,14-08-2008
49675-20661-JB,0,07-01-2019
38540-91183-GA,0,31-08-2016
36023-4187-MJ,0,09-03-1992
11097-76857-BN,0,11-09-2014
60786-85479-HI,1,31-01-2011
67231-54376-GN,1,19-10-2007
3300-70580-FB,0,15-10-2003
46454-57790-EK,0,04-12-2017
31946-57155-NF,0,10-02-2008
57753-61975-BG,1,21-08-2019
794-38081-AF,1,13-07-2018
58874-14977-IB,1,11-02-2009
64175-21422-KB,0,07-07-2018
43078-48435-IB,0,22-07-1998
67227-69547-AE,0,12-11-1998
57290-85850-OF,0,16-11-2016
26985-76725-LD,1,12-01-2008
4291-63490-BM,0,02-12-2017
67299-99453-EI,0,20-04-2010
32780-35617-EI,1,25-07-2018
49852-63437-BM,0,04-12-2006
12976-52979-LD,0,20-08-2015
29769-92980-EO,1,01-01-2018
35452-37034-OM,1,16-02-2016
55578-89501-BF,0,02-01-2017
59589-41893-BK,1,28-01-2018
27296-26937-LO,0,03-07-2019
1351-32991-NE,0,23-01-2003
10970-24230-NJ,0,22-12-2015
81377-13938-ND,1,16-04-2011
33674-9575-HO,1,21-09-2011
3350-77197-GK,1,23-06-2006
14291-72167-FB,0,20-11-1998
10421-88381-JB,0,09-08-2018
28780-22044-JG,0,06-12-2013
60834-53260-HN,0,20-12-2018
1694-21510-IA,0,25-08-2013
22960-17863-OA,1,19-09-1990
40469-66386-LA,0,02-06-2013
12735-40778-JM,0,22-02-2007
30559-68103-JH,1,02-03-2019
81613-55346-KH,0,21-12-1990
92119-52061-MI,1,11-09-2007
77871-35857-EG,1,04-01-2007
62296-90425-JJ,0,15-09-1989
50839-34559-IF,0,30-08-2016
75648-16627-ND,0,28-03-2018
45678-45087-KO,0,27-05-2015
1203-7247-NH,1,09-01-2019
45538-26354-EH,0,22-06-2018
95955-91265-GF,1,10-11-2008
88101-56152-GD,0,25-01-2019
79388-4070-DD,0,20-04-2013
96994-56840-GM,1,08-12-2006
91403-99890-IA,1,04-11-2018
17756-56966-NI,1,13-04-2015
55159-53517-IL,0,07-01-2013
90303-71829-MM,1,07-04-2014
22225-80473-BK,1,06-07-2017
51081-92305-IL,1,12-07-2019
4583-60169-OL,1,21-11-2013
71945-82924-KI,1,13-12-1990
68954-37410-ME,0,30-03-2016
97091-32872-DJ,0,18-07-2008
38885-7149-DM,1,29-11-2016
32173-20206-MK,1,12-08-2005
65609-45216-DJ,1,28-02-2015
92923-91388-HL,0,10-05-2002
80223-13253-DD,0,06-12-1984
96299-36523-IB,0,21-03-2019
61210-77025-OB,1,05-12-2018
92371-30209-EE,0,07-09-2012
10005-7414-LB,0,28-08-2019
84464-75537-AA,1,15-05-1977
89430-75386-JN,0,06-08-2018
76917-50566-BM,1,22-12-2013
70392-10105-HO,1,08-08-2018
90334-35749-OE,1,29-12-1992
19397-52319-MF,1,03-02-2014
81328-41065-LN,1,05-05-2014
20415-16943-FD,1,14-02-2018
9096-60493-NA,1,13-07-1987
1289-99000-EN,1,21-07-1978
55127-87277-HF,0,25-03-2012
42276-99019-AE,1,17-01-2019
21466-32413-GO,1,22-05-1989
13855-64735-OH,1,29-09-2010
99913-7345-BB,1,04-08-2013
88797-95520-NB,0,30-11-2014
24329-3096-HE,0,19-11-2013
86506-56726-LE,0,22-10-2005
43301-51186-IK,0,24-07-2019
72022-44120-MB,1,12-03-2015
69804-15403-NI,1,07-07-2016
56416-66236-BM,0,24-09-2001
45315-28463-BE,1,19-01-2018
11107-2061-FB,0,08-05-2013
77988-49510-FA,1,18-10-1983
90721-37677-HM,1,07-01-2008
78906-46079-MB,1,07-11-2015
49766-64030-LB,0,13-05-2019
10833-36005-AO,1,20-05-2019
30516-94001-AG,1,23-06-1995
20374-40968-LB,0,19-03-2017
72867-15964-AA,1,22-08-2017
22919-68508-EN,0,06-08-2019
32405-5881-OE,0,31-07-2009
63961-54400-LJ,1,23-06-2001
85712-80411-FM,1,03-06-2018
27096-62086-OM,0,04-02-2010
29638-45590-GJ,0,28-10-2016
97551-7889-IH,0,01-07-2016
15086-40730-GL,0,13-03-2015
23920-73752-OM,1,22-10-1991
43272-10370-GJ,1,12-06-2012
38642-11568-MN,0,22-09-2010
24756-1540-AI,0,15-02-2014
89155-73624-BB,0,06-04-2014
72636-55116-KB,1,13-01-1987
74933-76586-NH,0,01-04-2014
53909-72920-IB,0,14-11-2018
30818-70453-IE,0,25-07-2019
41601-1329-HE,0,30-11-1988
22670-98291-BB,0,25-01-2015
77434-98724-HB,1,21-03-2019
80241-54613-EO,0,31-08-1993
24254-64694-IK,0,14-10-2017
55811-79780-MG,0,29-04-2018
16872-28798-OL,1,08-05-2019
65067-12774-MG,0,09-03-2017
30857-19457-BE,0,07-09-2016
94007-83426-MH,1,16-01-2019
43184-68123-LG,0,02-09-1998
25762-64333-EO,1,03-05-2019
91940-59386-IN,0,15-05-2016
58065-93411-HD,1,03-08-2004
7872-24866-KI,1,31-10-2015
78037-97204-DE,0,21-12-2003
48443-1096-GM,0,17-08-2018
71607-38788-KB,0,14-12-2007
29666-55463-JE,1,26-02-2019
81604-54807-AL,1,06-10-2013
1504-9271-GA,0,06-10-2006
60632-36851-AF,0,08-07-2017
67454-66758-IB,1,17-08-2019
44396-20166-KF,1,27-04-2016
23262-75273-EG,0,16-01-2017
40126-85090-OI,0,06-06-2018
91016-19666-NH,1,06-05-2012
67960-38140-NO,1,27-07-2013
71448-43942-IA,0,17-05-2017
66596-40216-AH,1,20-04-2015
22822-27749-KK,1,15-08-2017
77986-90786-DM,1,01-07-2015
84329-45379-GG,0,12-06-1998
11999-95553-AB,1,25-03-2010
74606-42060-JE,1,31-05-2002
55224-74694-NM,0,07-09-2017
78804-9564-JF,0,13-11-2014
66867-75759-EL,0,14-06-2016
752-58768-AO,0,10-02-2009
10698-9002-JE,1,07-08-2019
59902-43068-EJ,1,07-02-2018
20242-72360-LD,1,07-05-1992
68080-29219-FJ,1,30-01-2016
97699-43534-JG,0,10-07-1979
64691-10906-IH,0,01-11-2018
24466-3525-MG,0,27-02-2014
93131-88425-BH,0,05-11-2016
92759-17849-HJ,1,26-11-2006
22299-82444-JI,0,26-06-2004
51470-82710-LJ,0,27-10-2010
54221-47437-IB,1,16-04-2019
53702-52315-NO,1,05-06-2015
95315-78000-EK,1,12-04-1967
83587-20320-KB,0,18-08-2008
63805-33107-OF,1,14-04-2017
40510-62123-BA,1,25-04-2018
5826-18315-HK,1,19-03-2017
25948-65735-BB,1,30-03-2018
43715-19190-DE,1,03-12-1972
96694-43934-NB,1,17-05-2011
8231-57858-OF,0,15-04-2018
4881-22666-GE,0,08-12-2013
63167-16848-IJ,1,11-01-2019
56735-88000-HM,1,23-11-2018
910-20304-AB,1,22-11-2018
47337-42767-OF,1,17-05-2004
51685-41203-NO,1,12-08-2019
19872-26468-BD,0,06-12-2002
86492-78246-AB,0,07-02-2013
36417-22365-EK,0,16-05-2013
14730-448-KL,0,12-01-2017
66120-47289-KF,1,24-02-2003
62645-30029-NI,0,17-07-2009
79191-90179-KD,1,14-06-2010
62916-10553-GK,0,15-01-2001
70403-87176-BK,1,08-03-1998
53698-33545-BA,0,22-05-2019
71528-32917-GN,1,27-03-2009
41533-63216-JF,1,23-07-2016
8920-69252-MN,1,07-06-2016
9834-51216-JN,0,26-03-2014
28619-89588-AL,1,22-12-2011
42932-16159-MN,1,20-02-2013
52207-22541-DG,1,28-07-2017
27174-6147-KA,1,15-04-2014
88235-14237-JA,0,11-04-2016
26272-59871-EH,0,07-06-2004
59471-73234-MI,1,03-01-2004
44017-83872-BO,1,24-03-2019
16074-27200-FJ,0,29-04-2004
23579-58409-BH,1,27-04-2019
25612-62906-HJ,0,10-05-2015
61129-11303-LB,1,22-09-2010
27974-968-AH,1,22-08-2019
34078-92870-KB,0,06-07-2019
26247-71049-AA,1,13-10-2015
795-43932-IF,1,20-06-2002
54620-65321-BN,0,15-08-2005
92785-84997-LL,0,02-03-2009
49660-97515-AB,0,08-07-2000
19252-25274-MD,0,30-01-2009
15649-64852-GO,1,05-02-2019
14362-58052-OI,0,31-05-2010
50644-92675-MN,1,21-08-1998
39902-39736-MI,1,23-06-2017
81832-76966-JN,0,25-08-2019
99890-58504-DJ,1,15-04-2019
33629-78448-GN,0,10-11-2004
53660-29532-EE,0,23-01-2015
66749-13508-DO,0,20-08-1988
68389-37672-AD,1,21-05-2015
80956-69663-KL,1,18-07-2014
16939-3492-BF,1,23-05-2019
18590-32206-JH,1,07-05-2013
45809-22483-HB,0,15-07-2015
932-78586-MM,1,20-06-2018
26342-63255-BF,0,05-10-2016
84411-39482-FH,1,30-12-2017
40688-2565-MJ,0,07-11-2018
22557-49208-GN,0,26-06-2016
49816-85026-KG,0,05-12-2003
62332-52848-EJ,0,03-03-2019
1655-56819-GA,1,21-04-2006
502-51476-EN,1,08-11-2017
69504-14930-OJ,0,12-10-2010
78258-8562-BA,0,20-04-2018
84833-86412-NE,1,29-04-2001
55680-343-BJ,0,15-04-2015
23450-50147-FD,0,06-05-2018
33192-84987-OM,0,18-01-2013
50861-39278-OO,0,20-04-2010
7816-7469-MB,1,18-09-2014
54059-72154-FF,1,29-09-2018
10315-64569-OB,1,26-04-2018
71659-23045-BO,0,29-08-2016
42081-20990-BG,0,06-05-2014
13590-71024-AH,0,24-06-1978
30549-79649-GG,0,03-06-2018
44660-42264-HG,1,23-02-2005
32090-46938-BG,1,09-12-2017
99208-92427-JG,0,29-01-2018
91068-11647-LJ,0,21-12-2018
3463-90760-KB,1,12-11-2018
67740-53420-EO,0,03-03-2009
72184-83703-BI,1,30-01-2008
78239-17216-JE,1,08-06-2015
46376-38781-EN,1,26-05-2018
73613-69749-GI,0,25-07-2014
90562-72494-ED,1,22-08-1994
35855-67046-NG,1,15-01-2004
76024-40030-DB,1,02-08-2013
12215-72268-NJ,0,16-01-2016
28513-10098-IL,1,10-09-1957
39956-83921-LK,0,04-06-1997
17514-16908-LH,0,18-09-2013
25443-11067-JE,0,05-09-2017
53110-94973-JK,0,10-10-2015
27337-86642-GO,0,30-11-2018
99629-24963-HG,0,24-06-2011
87659-52349-BO,0,25-08-2019
18833-41700-BD,1,13-11-2011
14044-98553-BB,0,13-06-2000
33696-80911-JO,1,24-09-2005
44362-21126-KF,1,01-10-2017
97281-45795-DE,1,22-12-2008
96909-66110-KH,1,17-02-2005
94917-15733-LA,1,26-10-2018
19819-13255-KJ,0,20-10-2016
83924-16918-BB,0,02-11-2018
27904-71524-EA,0,28-12-2012
5477-74734-DJ,0,05-03-1999
77473-98156-IB,1,04-10-2015
92716-23295-AL,0,08-02-2019
36963-82109-OD,1,19-05-1982
21466-56481-FO,0,08-04-2018
11904-72750-MB,1,23-06-1978
17042-25113-HJ,0,27-01-2016
56550-26337-ME,1,15-07-2016
82773-99403-HO,0,15-07-2000
88923-95406-BH,1,22-09-1997
77200-74378-OA,0,24-02-2008
37441-829-AJ,0,10-11-2011
30851-48865-KN,1,13-09-2004
68171-84988-KN,1,14-05-2015
13268-27134-OD,1,05-08-2017
76873-15960-DO,0,13-04-2011
73270-91486-BD,0,31-12-2018
32427-27549-OM,1,29-05-2019
78887-13594-HM,1,31-05-2019
82662-60182-DF,0,01-10-2017
20369-63612-BH,0,06-06-2001
7677-48304-JG,0,23-08-2018
27391-73796-EF,0,22-10-2013
70016-63332-ML,0,21-02-2019
29258-30699-JM,0,19-04-2004
25619-90411-BH,0,20-08-1994
36165-33765-KI,1,05-05-2012
70278-66185-FD,0,26-06-2017
59173-86933-BF,1,14-02-2006
68927-34384-JL,1,12-04-2010
62986-24901-AI,0,17-01-2017
80484-58926-OA,0,02-10-1991
89521-89591-NN,1,09-06-2004
48619-30181-HG,1,23-07-2018
21358-71841-KK,1,29-03-2019
71275-38361-HN,1,30-04-2003
17998-50252-KM,0,07-11-2016
2491-64572-NH,1,05-02-2014
491-61951-HH,1,12-06-2013
