mid,proyecto
999,Voya Global Equity Dividend and Premium Opportunity Fund
1000,iPath US Treasury Long Bond Bear ETN
1001,Carvana Co.
1002,Punta de Lobos - Kanita
1003,Pinatolca
1004,The9 Limited
1005,JM Global Holding Company
1006,Intracampos
1007,Western Alliance Bancorporation
1008,La Picarda
1009,Maganeso III de Atacama
1010,Cordillera - Tenardita
1011,Talcuna
1012,Pinatolca
1013,Ceragon Networks Ltd.
1014,Drive Shack Inc.
1015,El Tofo
1016,United Insurance Holdings Corp.
1017,Inacesa - El Jilguero
1018,Cowen Inc.
1019,SQM - Pampa Blanca
1020,Bed Bath & Beyond Inc.
1021,Pullalli
1022,Drive Shack Inc.
1023,Celite - Tilviche
1024,Costamare Inc.
1025,"Pepsico, Inc."
1026,"First Financial Bankshares, Inc."
1027,"First Financial Bankshares, Inc."
1028,Guaranty Bancorp
1029,Chimborazo
1030,Hamilton Lane Incorporated
1031,San José
1032,"Universal Stainless & Alloy Products, Inc."
1033,Carola
1034,Vanguard Russell 3000 ETF
1035,Nuveen Floating Rate Income Fund
1036,"LTC Properties, Inc."
1037,Chuquicamata
1038,"Apple Hospitality REIT, Inc."
1039,"PDF Solutions, Inc."
1040,Diageo plc
1041,"MiMedx Group, Inc"
1042,Choquelimpie
1043,"Recon Technology, Ltd."
1044,R.R. Donnelley & Sons Company
1045,Data Processing
1046,Talcuna
1047,"Delcath Systems, Inc."
1048,Yahoo! Inc.
1049,Data Processing
1050,Andacollo Cobre
1051,PIMCO Dynamic Credit and Mortgage Income Fund
1052,"Waste Management, Inc."
1053,EQT Corporation
1054,"Midland States Bancorp, Inc."
1055,"Ulta Beauty, Inc."
1056,China Cord Blood Corporation
1057,Silvercrest Asset Management Group Inc.
1058,"Idera Pharmaceuticals, Inc."
1059,Andacollo Oro
1060,Yelp Inc.
1061,Bronce de Petorca
1062,"Appliance Recycling Centers of America, Inc."
1063,Cerro Casale
1064,Andina
1065,El Guindo
1066,Novanta Inc.
1067,Eaton Vance Corporation
1068,Nabriva Therapeutics AG
1069,Voya Global Equity Dividend and Premium Opportunity Fund
1070,First Trust Nasdaq Retail ETF
1071,"PrivateBancorp, Inc."
1072,"Herman Miller, Inc."
1073,Coirón
1074,Clifton Bancorp Inc.
1075,Esterline Technologies Corporation
1076,Kamada Ltd.
1077,"PrivateBancorp, Inc."
1078,Double Eagle Acquisition Corp.
1079,Salesforce.com Inc
1080,Caleta El Cobre
1081,"FTI Consulting, Inc."
1082,"Evolving Systems, Inc."
1083,Sierra Miranda
1084,"Commercial Vehicle Group, Inc."
1085,"German American Bancorp, Inc."
1086,"Meridian Waste Solutions, Inc"
1087,"First Financial Bankshares, Inc."
1088,"Dynex Capital, Inc."
1089,"Blackhawk Network Holdings, Inc."
1090,"NextEra Energy, Inc."
1091,"China Lodging Group, Limited"
1092,United Microelectronics Corporation
1093,"Enanta Pharmaceuticals, Inc."
1094,Franke
1095,PIMCO Dynamic Credit and Mortgage Income Fund
1096,Merus Labs International Inc.
1097,"China Lodging Group, Limited"
1098,Coirón
1099,El Tofo
1100,Manantial
1101,Kite Realty Group Trust
1102,Kilroy Realty Corporation
1103,"German American Bancorp, Inc."
1104,Credit Acceptance Corporation
1105,SQM - Pedro de Valdivia
1106,"JA Solar Holdings, Co., Ltd."
1107,Don Alberto
1108,"TC PipeLines, LP"
1109,"FairPoint Communications, Inc."
1110,United States Cellular Corporation
1111,Nuveen Municipal High Income Opportunity Fund
1112,Chimberos
1113,"XO Group, Inc."
1114,"The Travelers Companies, Inc."
1115,Imax Corporation
1116,"Chunghwa Telecom Co., Ltd."
1117,Tekla Healthcare Opportunies Fund
1118,Fertón
1119,EPR Properties
1120,Anheuser-Busch Inbev SA
1121,Cosayach - Negreiros
1122,"Adams Diversified Equity Fund, Inc."
1123,JM Global Holding Company
1124,Schwager
1125,La Patagua
1126,"HCA Healthcare, Inc."
1127,Pinatolca
1128,"Sierra Oncology, Inc."
1129,Celite - Tana
1130,United Insurance Holdings Corp.
1131,Merus Labs International Inc.
1132,"Cogentix Medical, Inc."
1133,"Portola Pharmaceuticals, Inc."
1134,Vanguard Russell 3000 ETF
1135,Altamira
1136,SCL Chemetall
1137,"LM Funding America, Inc."
1138,Quiborax - Ascotán
1139,Radomiro Tomic
1140,Nabriva Therapeutics AG
1141,Entercom Communications Corporation
1142,"Diamond Hill Investment Group, Inc."
1143,Sierra Miranda
1144,Entercom Communications Corporation
1145,Brookfield Global Listed Infrastructure Income Fund
1146,"XO Group, Inc."
1147,Salesforce.com Inc
1148,Voya Global Equity Dividend and Premium Opportunity Fund
1149,"Evolving Systems, Inc."
1150,"National American University Holdings, Inc."
1151,"Avon Products, Inc."
1152,Voya Global Equity Dividend and Premium Opportunity Fund
1153,SQM - Yumbes
1154,Applied DNA Sciences Inc
1155,Isla Riesco
1156,Fair Isaac Corporation
1157,Park-Ohio Holdings Corp.
1158,Dollar General Corporation
1159,Talcuna
1160,Andacollo Cobre
1161,Kamada Ltd.
1162,Guanaco
1163,Walter Investment Management Corp.
1164,Andina
1165,"First Hawaiian, Inc."
1166,Global Partner Acquisition Corp.
1167,CMP - Romeral
1168,Orbotech Ltd.
1169,"Safe Bulkers, Inc"
1170,Victoria
1171,Kite Realty Group Trust
1172,"HCA Healthcare, Inc."
1173,"Hawkins, Inc."
1174,Las Luces
1175,ACF - Lagunas
1176,SQM - Mapocho
1177,La Patagua
1178,Imax Corporation
1179,III de Atacama Kozan
1180,GlaxoSmithKline PLC
1181,Cordillera - Tenardita
1182,L.B. Foster Company
1183,Tata Motors Ltd
1184,Las Cenizas
1185,"Financial Engines, Inc."
1186,Celite - Tilviche
1187,Check-Cap Ltd.
1188,Intracampos
1189,Dollar General Corporation
1190,HollyFrontier Corporation
1191,Vanguard Russell 3000 ETF
1192,"Investors Bancorp, Inc."
1193,GlaxoSmithKline PLC
1194,"Aspen Technology, Inc."
1195,"Spark Energy, Inc."
1196,Elenita
1197,"Midland States Bancorp, Inc."
1198,"Vectrus, Inc."
1199,Chuquicamata
1200,R.R. Donnelley & Sons Company
1201,"International Seaways, Inc."
1202,Array BioPharma Inc.
1203,Celgene Corporation
1204,Yelp Inc.
1205,Cerro Imán
1206,"Avon Products, Inc."
1207,Tekla Healthcare Opportunies Fund
1208,First Trust Nasdaq Retail ETF
1209,Galectin Therapeutics Inc.
1210,PowerShares Nasdaq Internet Portfolio
1211,Urstadt Biddle Properties Inc.
1212,"Entergy Louisiana, Inc."
1213,Gladstone Commercial Corporation
1214,Kamada Ltd.
1215,Celite - Tilviche
1216,Schwager
1217,First Trust Emerging Markets Small Cap AlphaDEX Fund
1218,Spence
1219,Alliance National Municipal Income Fund Inc
1220,"Forterra, Inc."
1221,Laguna Siren
1222,SL Green Realty Corporation
1223,Quiborax
1224,Neff Corporation
1225,"Apple Hospitality REIT, Inc."
1226,"Tootsie Roll Industries, Inc."
1227,"Cyclacel Pharmaceuticals, Inc."
1228,Dynatronics Corporation
1229,"Waste Management, Inc."
1230,"Chunghwa Telecom Co., Ltd."
1231,Eaton Vance Corporation
1232,Biglari Holdings Inc.
1233,"Silicon Laboratories, Inc."
1234,"FTI Consulting, Inc."
1235,Los Pelambres
1236,"Pepsico, Inc."
1237,Andacollo Oro
1238,Las Luces
1239,"UMH Properties, Inc."
1240,Laguna Siren
1241,NVIDIA Corporation
1242,Patriot National Bancorp Inc.
1243,Cohen & Steers Reit and Preferred Income Fund Inc
1244,Voya Global Equity Dividend and Premium Opportunity Fund
1245,Lambert
1246,"Investors Bancorp, Inc."
1247,Pinatolca
1248,Bright Scholar Education Holdings Limited
1249,Suncor EnergyInc.
1250,Candelaria
1251,Regal Entertainment Group
1252,PowerShares KBW High Dividend Yield Financial Portfolio
1253,CVS Health Corporation
1254,CVS Health Corporation
1255,Las Pataguas
1256,EQT Corporation
1257,PowerShares KBW High Dividend Yield Financial Portfolio
1258,CMP - Cerro Negro Norte
1259,Regal Entertainment Group
1260,"Sarepta Therapeutics, Inc."
1261,"Rush Enterprises, Inc."
1262,"Zynerba Pharmaceuticals, Inc."
1263,Great Plains Energy Inc
1264,Park-Ohio Holdings Corp.
1265,Georgia Power Company
1266,ACF - Lagunas
1267,PIMCO Dynamic Credit and Mortgage Income Fund
1268,Las Piedras
1269,Vanguard Russell 3000 ETF
1270,"Destination XL Group, Inc."
1271,"Blackhawk Network Holdings, Inc."
1272,Ojos del Salado
1273,VictoryShares US 500 Enhanced Volatility Wtd ETF
1274,Bright Scholar Education Holdings Limited
1275,iPath US Treasury Long Bond Bear ETN
1276,"Pepsico, Inc."
1277,Check-Cap Ltd.
1278,Old Republic International Corporation
1279,Caserones
1280,"Enanta Pharmaceuticals, Inc."
1281,United Insurance Holdings Corp.
1282,Mantos Blancos
1283,E.I. du Pont de Nemours and Company
1284,B.O.S. Better Online Solutions
1285,"Urban One, Inc. "
1286,Abeona Therapeutics Inc.
1287,"Clear Channel Outdoor Holdings, Inc."
1288,Cummins Inc.
1289,San Gerónimo
1290,"Nustar GP Holdings, LLC"
1291,"Entergy Louisiana, Inc."
1292,Forum Merger Corporation
1293,CoreSite Realty Corporation
1294,"NextEra Energy, Inc."
1295,Walter Investment Management Corp.
1296,Cerro Casale
1297,Cosayach - Negreiros
1298,"Pepsico, Inc."
1299,"JA Solar Holdings, Co., Ltd."
1300,"Urban One, Inc. "
1301,"Commerce Bancshares, Inc."
1302,Mantos de la Luna
1303,"Portola Pharmaceuticals, Inc."
1304,La Perla
1305,Pampa Camarones
1306,NVIDIA Corporation
1307,The9 Limited
1308,iPath US Treasury Long Bond Bear ETN
1309,PowerShares Golden Dragon China Portfolio
1310,Northrop Grumman Corporation
1311,Franke
1312,Cerro Imán
1313,Data Processing
1314,Eagle Bulk Shipping Inc.
1315,Silvercrest Asset Management Group Inc.
1316,Aircastle Limited
1317,Guaranty Bancorp
1318,Kilroy Realty Corporation
1319,"Appliance Recycling Centers of America, Inc."
1320,Old Republic International Corporation
1321,"Impax Laboratories, Inc."
1322,"Sarepta Therapeutics, Inc."
1323,"LM Funding America, Inc."
1324,Cerro Blanco
1325,PIMCO Dynamic Credit and Mortgage Income Fund
1326,Alhué
1327,Romeral
1328,"Kayne Anderson Energy Total Return Fund, Inc."
1329,Natl Westminster Pfd
1330,Janus Henderson Small Cap Growth Alpha ETF
1331,Nuveen Energy MLP Total Return Fund
1332,Walter Investment Management Corp.
1333,Bronce de Petorca
1334,"Ashford Hospitality Prime, Inc."
1335,Cowen Inc.
1336,Arch Capital Group Ltd.
1337,"Apple Hospitality REIT, Inc."
1338,iShares MSCI EM ESG Optimized ETF
1339,CMP - Romeral
1340,"Rush Enterprises, Inc."
1341,Dorado
1342,"FairPoint Communications, Inc."
1343,"Sarepta Therapeutics, Inc."
1344,Julia
1345,"Herman Miller, Inc."
1346,BLDRS Developed Markets 100 ADR Index Fund
1347,Comcast Corporation
1348,Lota
1349,Catamutún
1350,SAP SE
1351,CMP - Romeral
1352,CMP - El Laco
1353,"Argos Therapeutics, Inc."
1354,Pullalli
1355,PowerShares BuyBack Achievers Portfolio
1356,Tekla Healthcare Opportunies Fund
1357,Peapack-Gladstone Financial Corporation
1358,"Taiwan Fund, Inc. (The)"
1359,María Elisa
1360,Lota
1361,Alhué
1362,"Nustar GP Holdings, LLC"
1363,"Western New England Bancorp, Inc."
1364,Marte Lobo
1365,La Picarda
1366,III de Atacama Minerals - Aguas Blancas
1367,Microsemi Corporation
1368,El Toqui
1369,Hamilton Lane Incorporated
1370,Escondida
1371,"Apple Hospitality REIT, Inc."
1372,"Everspin Technologies, Inc."
1373,"Mid-America Apartment Communities, Inc."
1374,"Dynex Capital, Inc."
1375,Las Pataguas
1376,Envision Healthcare Corporation
1377,JM Global Holding Company
1378,West Corporation
1379,Antucoya
1380,Fertón
1381,Tata Motors Ltd
1382,Arenal
1383,"Rush Enterprises, Inc."
1384,The9 Limited
1385,B.O.S. Better Online Solutions
1386,"Ulta Beauty, Inc."
1387,Faride
1388,CMP - El Laco
1389,Abeona Therapeutics Inc.
1390,"NextEra Energy, Inc."
1391,"Midland States Bancorp, Inc."
1392,Apollo Senior Floating Rate Fund Inc.
1393,Celite - Tilviche
1394,Mantos Blancos
1395,Manantial
1396,Candelaria
1397,R.R. Donnelley & Sons Company
1398,Enel Generacion Chile S.A.
1399,First Trust International Multi-Asset Diversified Income Index
1400,B.O.S. Better Online Solutions
1401,Schwager
1402,United Microelectronics Corporation
1403,Gabriela Mistral
1404,First Trust International Multi-Asset Diversified Income Index
1405,Cordillera - Tenardita
1406,"MasTec, Inc."
1407,Arch Capital Group Ltd.
1408,Janus Henderson Small Cap Growth Alpha ETF
1409,JM Global Holding Company
1410,Great Plains Energy Inc
1411,"Shutterstock, Inc."
1412,Caserones
1413,"Silicon Laboratories, Inc."
1414,"Nustar GP Holdings, LLC"
1415,"Ellie Mae, Inc."
1416,"Fiserv, Inc."
1417,"Franklin Financial Network, Inc."
1418,Fidus Investment Corporation
1419,"Taiwan Fund, Inc. (The)"
1420,"Zynerba Pharmaceuticals, Inc."
1421,"First Financial Bankshares, Inc."
1422,"LM Funding America, Inc."
1423,Microsemi Corporation
1424,Esterline Technologies Corporation
1425,Mantos de la Luna
1426,Radomiro Tomic
1427,Talcuna
1428,Fertón
1429,"Cogentix Medical, Inc."
1430,Pascua
1431,Pupunahue
1432,Microsemi Corporation
1433,SCL Chemetall
1434,"First Hawaiian, Inc."
1435,Ojos del Salado
1436,"Idera Pharmaceuticals, Inc."
1437,"Discovery Communications, Inc."
1438,iShares 20+ Year Treasury Bond ETF
1439,Cosayach - Soledad
1440,Refugio
1441,Tres Valles
1442,West Corporation
1443,Andina
1444,U.S. Energy Corp.
1445,SQM - Nueva Victoria
1446,Intracampos
1447,PrimeEnergy Corporation
1448,Cosayach - Soledad
1449,Las Arenitas
1450,Ojos del Salado
1451,Radomiro Tomic
1452,Punta de Lobos - Kanita
1453,"International Seaways, Inc."
1454,"HD Supply Holdings, Inc."
1455,The Community Financial Corporation
1456,Iván
1457,Salesforce.com Inc
1458,Cabot Corporation
1459,iShares MSCI EM ESG Optimized ETF
1460,Romeral
1461,Flor de Los Andes
1462,Torchmark Corporation
1463,Las Pataguas
1464,E*TRADE Financial Corporation
1465,Andacollo Oro
1466,SL Green Realty Corporation
1467,María Elisa
1468,"Financial Engines, Inc."
1469,"Western Refining Logistics, LP"
1470,Isla Riesco
1471,SQM - Yumbes
1472,"Taiwan Fund, Inc. (The)"
1473,Envision Healthcare Corporation
1474,Merus Labs International Inc.
1475,Delta
1476,3M Company
1477,Ceragon Networks Ltd.
1478,Forum Merger Corporation
1479,Las Arenitas
1480,Janus Henderson Small Cap Growth Alpha ETF
1481,El Soldado
1482,SQM - Pampa Blanca
1483,Tata Motors Ltd
1484,AdvisorShares Market Adaptive Unconstrained Income ETF
1485,AbbVie Inc.
1486,Zion Oil & Gas Inc
1487,First Trust Senior Loan Fund ETF
1488,CMP - Romeral
1489,Iván
1490,Mantos Blancos
1491,Tekla Healthcare Opportunies Fund
1492,III de Atacama Minerals - Aguas Blancas
1493,"First Financial Bankshares, Inc."
1494,Lions Gate Entertainment Corporation
1495,La Marcelina
1496,"Herman Miller, Inc."
1497,"Tootsie Roll Industries, Inc."
1498,Yahoo! Inc.
1499,"Ashford Hospitality Prime, Inc."
1500,"Urban One, Inc. "
1501,Cóndor
1502,El Guindo
1503,"The Chefs' Warehouse, Inc."
1504,Pinatolca
1505,"AMC Entertainment Holdings, Inc."
1506,United States Cellular Corporation
1507,Container Store (The)
1508,Andes Travertine
1509,Dos Amigos
1510,"Sarepta Therapeutics, Inc."
1511,"Taiwan Fund, Inc. (The)"
1512,Radomiro Tomic
1513,"support.com, Inc."
1514,"Recon Technology, Ltd."
1515,Gladstone Commercial Corporation
1516,"Hub Group, Inc."
1517,Neff Corporation
1518,"Western Refining Logistics, LP"
1519,Elenita
1520,"Idera Pharmaceuticals, Inc."
1521,Elenita
1522,Ojos del Salado
1523,Microsemi Corporation
1524,Pucobre
1525,BLDRS Asia 50 ADR Index Fund
1526,Cerro Negro
1527,KT Corporation
1528,El Volcán
1529,Credit Acceptance Corporation
1530,Manantial
1531,Garrison Capital Inc.
1532,BRF S.A.
1533,Aircastle Limited
1534,Arlington Asset Investment Corp
1535,"ILG, Inc"
1536,Galectin Therapeutics Inc.
1537,Lomas Bayas
1538,Dynatronics Corporation
1539,La Pepa
1540,"Sierra Oncology, Inc."
1541,Cosayach - Soledad
1542,Delta
1543,"Financial Engines, Inc."
1544,"Tootsie Roll Industries, Inc."
1545,Blackstone GSO Long Short Credit Income Fund
1546,U.S. Energy Corp.
1547,Candelaria
1548,Gabriela Mistral
1549,NVIDIA Corporation
1550,Quebrada Blanca
1551,Celite - Tana
1552,Trongol
1553,Pascua
1554,Los Bronces
1555,Stamps.com Inc.
1556,Lambert
1557,Las Cenizas
1558,PIMCO Dynamic Credit and Mortgage Income Fund
1559,Antucoya
1560,Johnson & Johnson
1561,Merus Labs International Inc.
1562,Talcuna
1563,First Trust South Korea AlphaDEX Fund
1564,Intracampos
1565,Brookfield Global Listed Infrastructure Income Fund
1566,West Corporation
1567,STMicroelectronics N.V.
1568,"Ulta Beauty, Inc."
1569,First Trust Multi-Asset Diversified Income Index Fund
1570,Royal Caribbean Cruises Ltd.
1571,Texas Pacific Land Trust
1572,Caupolicán
1573,Chuquicamata
1574,"Nutanix, Inc."
1575,"Midland States Bancorp, Inc."
1576,"Arista Networks, Inc."
1577,Vanguard Russell 3000 ETF
1578,Delta
1579,Andacollo Oro
1580,Brookfield Global Listed Infrastructure Income Fund
1581,BlackRock Municipal Target Term Trust Inc. (The)
1582,Pullalli
1583,Arenal
1584,"Cyclacel Pharmaceuticals, Inc."
1585,Altamira
1586,Inseego Corp.
1587,EQT Corporation
1588,Ministro Hales
1589,Limoneira Co
1590,Vanguard Russell 3000 ETF
1591,Orbotech Ltd.
1592,"support.com, Inc."
1593,VictoryShares US 500 Enhanced Volatility Wtd ETF
1594,B.O.S. Better Online Solutions
1595,Las Luces
1596,Flor de Los Andes
1597,AmerisourceBergen Corporation (Holding Co)
1598,Marine Petroleum Trust
1599,Stamps.com Inc.
1600,"International Seaways, Inc."
1601,"Under Armour, Inc."
1602,Galectin Therapeutics Inc.
1603,United Insurance Holdings Corp.
1604,PIMCO Dynamic Credit and Mortgage Income Fund
1605,CVS Health Corporation
1606,Clifton Bancorp Inc.
1607,Western Asset Bond Fund
1608,Celite - Carol
1609,Gladstone Commercial Corporation
1610,Radomiro Tomic
1611,Inacesa - El Way
1612,"Urban One, Inc. "
1613,Cordillera - Tenardita
1614,Sierra Miranda
1615,"Destination XL Group, Inc."
1616,"Cleveland BioLabs, Inc."
1617,Comcast Corporation
1618,Data Processing
1619,Quiborax - Ascotán
1620,Nuveen AMT-Free Municipal Value Fund
1621,"Commercial Vehicle Group, Inc."
1622,El Soldado
1623,"Delcath Systems, Inc."
1624,Chuquicamata
1625,"Rush Enterprises, Inc."
1626,Chuquicamata
1627,"Forterra, Inc."
1628,SQM - Yumbes
1629,Costamare Inc.
1630,Nuveen AMT-Free Municipal Value Fund
1631,Ministro Hales
1632,First Trust Multi-Asset Diversified Income Index Fund
1633,CMP - Boquerón Chañar
1634,"TC PipeLines, LP"
1635,Stamps.com Inc.
1636,Georgia Power Company
1637,"Universal Stainless & Alloy Products, Inc."
1638,Novanta Inc.
1639,III de Atacama Minerals - Aguas Blancas
1640,DRDGOLD Limited
1641,III de Atacama Kozan
1642,Nabriva Therapeutics AG
1643,Pure Cycle Corporation
1644,"China Lodging Group, Limited"
1645,Trongol
1646,NVIDIA Corporation
1647,Escondida
1648,Enel Generacion Chile S.A.
1649,Del Fierro
1650,Haldeman - Sagasca
1651,Clifton Bancorp Inc.
1652,"Kura Oncology, Inc."
1653,El Guindo
1654,Nuveen Floating Rate Income Fund
1655,Alliance National Municipal Income Fund Inc
1656,"Portola Pharmaceuticals, Inc."
1657,Quebrada Blanca
1658,Pupunahue
1659,"JA Solar Holdings, Co., Ltd."
1660,La Picarda
1661,Celite - Tana
1662,Vanguard Russell 3000 ETF
1663,Novelion Therapeutics Inc.
1664,La Coipa
1665,III de Atacama Kozan
1666,Eagle Bulk Shipping Inc.
1667,Cóndor
1668,Escondida
1669,Bright Scholar Education Holdings Limited
1670,Jazz Pharmaceuticals plc
1671,AmerisourceBergen Corporation (Holding Co)
1672,"Spark Energy, Inc."
1673,Lambert
1674,"Hawkins, Inc."
1675,Torchmark Corporation
1676,PowerShares KBW High Dividend Yield Financial Portfolio
1677,BLDRS Asia 50 ADR Index Fund
1678,China Mobile (Hong Kong) Ltd.
1679,TICC Capital Corp.
1680,"Rush Enterprises, Inc."
1681,Stamps.com Inc.
1682,Natl Westminster Pfd
1683,Nuveen AMT-Free Municipal Value Fund
1684,West Corporation
1685,PIMCO Dynamic Credit and Mortgage Income Fund
1686,"Zynerba Pharmaceuticals, Inc."
1687,"Cogentix Medical, Inc."
1688,"Investors Bancorp, Inc."
1689,Kopin Corporation
1690,"Franklin Financial Network, Inc."
1691,"Entergy Louisiana, Inc."
1692,Ceragon Networks Ltd.
1693,JM Global Holding Company
1694,iPath US Treasury Long Bond Bear ETN
1695,"LTC Properties, Inc."
1696,"FairPoint Communications, Inc."
